component_id,index_date,country_code,currency_code,macro_theme,headline_target_type,candidate_indicator_id,candidate_indicator_key,feature_release_timestamp_utc,normalized_signal,directional_signal,assigned_weight,weighted_signal,observation_pairs,abs_correlation,component_available,processed_at
8062,2021-01-06,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2020-12-17T23:30:00+00:00,-3.553119,-3.553119,0.318654,-1.132216,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
8063,2021-01-06,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2020-12-17T23:30:00+00:00,-2.604111,-2.604111,0.280733,-0.731060,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
8064,2021-01-06,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2020-12-09T06:00:00+00:00,2.657280,-2.657280,0.400614,-1.064544,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
8065,2021-01-07,AU,AUD,Inflation,CPI,126,unemployment_rate,2020-12-17T00:30:00+00:00,-1.027458,1.027458,0.158347,0.162695,29,0.436070,True,2026-04-21T08:13:09.357652+00:00
8066,2021-01-07,AU,AUD,Inflation,CPI,129,part_time_employment_change,2020-12-17T00:30:00+00:00,-0.927421,-0.927421,0.150820,-0.139874,31,0.415341,True,2026-04-21T08:13:09.357652+00:00
8067,2021-01-07,AU,AUD,Inflation,CPI,131,leading_index_mom,2020-12-16T00:30:00+00:00,1.321157,1.321157,0.162317,0.214446,29,0.447002,True,2026-04-21T08:13:09.357652+00:00
8068,2021-01-07,AU,AUD,Inflation,CPI,132,private_sector_credit_mom,2020-12-23T00:30:00+00:00,-0.111803,0.111803,0.165307,0.018482,31,0.455235,True,2026-04-21T08:13:09.357652+00:00
8069,2021-01-07,AU,AUD,Inflation,CPI,199,retail_sales_mom,2020-12-22T00:30:00+00:00,2.407345,-2.407345,0.190298,-0.458113,36,0.524058,True,2026-04-21T08:13:09.357652+00:00
8070,2021-01-07,AU,AUD,Inflation,CPI,201,td_mi_inflation_gauge_mom,2020-11-30T00:00:00+00:00,-0.048224,-0.048224,0.172911,-0.008338,28,0.476178,True,2026-04-21T08:13:09.357652+00:00
8071,2021-01-07,CA,CAD,Growth,GDP,164,manufacturing_sales_mom,2020-12-15T13:30:00+00:00,-0.825691,-0.825691,0.129988,-0.107330,122,0.568683,True,2026-04-21T08:13:09.357652+00:00
8072,2021-01-07,CA,CAD,Growth,GDP,169,retail_sales_yoy,2020-12-18T13:30:00+00:00,0.835653,0.835653,0.123198,0.102951,59,0.538980,True,2026-04-21T08:13:09.357652+00:00
8073,2021-01-07,CA,CAD,Growth,GDP,170,retail_sales_ex_autos_mom,2020-11-20T13:30:00+00:00,0.008284,0.008284,0.170953,0.001416,58,0.747905,True,2026-04-21T08:13:09.357652+00:00
8074,2021-01-07,CA,CAD,Growth,GDP,210,retail_sales_mom,2020-12-18T13:30:00+00:00,-0.747616,0.747616,0.159195,0.119017,106,0.696465,True,2026-04-21T08:13:09.357652+00:00
8075,2021-01-07,CA,CAD,Growth,GDP,212,wholesale_sales_mom,2020-12-21T13:30:00+00:00,-0.518956,-0.518956,0.113690,-0.059000,133,0.497381,True,2026-04-21T08:13:09.357652+00:00
8076,2021-01-07,CA,CAD,Growth,GDP,213,imports,2021-01-07T13:30:00+00:00,0.966091,0.966091,0.163386,0.157846,58,0.714797,True,2026-04-21T08:13:09.357652+00:00
8077,2021-01-07,CA,CAD,Growth,GDP,214,exports,2021-01-07T13:30:00+00:00,0.882481,0.882481,0.139590,0.123186,58,0.610694,True,2026-04-21T08:13:09.357652+00:00
8078,2021-01-07,CA,CAD,Inflation,CPI,152,cpi_headline_yoy,2020-12-16T13:30:00+00:00,1.912203,1.912203,0.244225,0.467008,76,0.429502,True,2026-04-21T08:13:09.357652+00:00
8079,2021-01-07,CA,CAD,Inflation,CPI,153,core_cpi_yoy,2020-12-16T13:30:00+00:00,3.529768,3.529768,0.237314,0.837663,72,0.417347,True,2026-04-21T08:13:09.357652+00:00
8080,2021-01-07,CA,CAD,Inflation,CPI,165,ppi_yoy,2020-11-30T13:30:00+00:00,3.200201,-3.200201,0.225747,-0.722436,27,0.610777,True,2026-04-21T08:13:09.357652+00:00
8081,2021-01-07,CA,CAD,Labor,UNEMPLOYMENT,155,employment_change,2020-12-04T13:30:00+00:00,-1.080143,-1.080143,0.134200,-0.144955,72,0.463277,True,2026-04-21T08:13:09.357652+00:00
8082,2021-01-07,CA,CAD,Labor,UNEMPLOYMENT,156,full_time_employment_change,2020-12-04T13:30:00+00:00,-0.753688,-0.753688,0.131813,-0.099346,72,0.455037,True,2026-04-21T08:13:09.357652+00:00
8083,2021-01-07,CA,CAD,Labor,UNEMPLOYMENT,157,part_time_employment_change,2020-12-04T13:30:00+00:00,-1.048964,-1.048964,0.132858,-0.139363,72,0.458645,True,2026-04-21T08:13:09.357652+00:00
8084,2021-01-07,CA,CAD,Labor,UNEMPLOYMENT,210,retail_sales_mom,2020-12-18T13:30:00+00:00,-0.747616,-0.747616,0.204609,-0.152969,81,0.459120,True,2026-04-21T08:13:09.357652+00:00
8085,2021-01-07,CA,CAD,Labor,UNEMPLOYMENT,211,gdp_mom,2020-12-23T13:30:00+00:00,-1.183745,-1.183745,0.143658,-0.170054,93,0.495928,True,2026-04-21T08:13:09.357652+00:00
8086,2021-01-07,CA,CAD,Labor,UNEMPLOYMENT,213,imports,2021-01-07T13:30:00+00:00,0.966091,0.966091,0.252861,0.244287,73,0.567393,True,2026-04-21T08:13:09.357652+00:00
8087,2021-01-07,CH,CHF,Inflation,CPI,173,unemployment_rate,2020-12-08T06:45:00+00:00,1.788854,-1.788854,1.000000,-1.788854,66,0.470027,True,2026-04-21T08:13:09.357652+00:00
8088,2021-01-07,EU,EUR,Growth,GDP,94,construction_output_yoy,2020-12-16T10:00:00+00:00,0.843158,-0.843158,0.184660,-0.155698,52,0.471297,True,2026-04-21T08:13:09.357652+00:00
8089,2021-01-07,EU,EUR,Growth,GDP,95,zew_economic_sentiment,2020-12-08T10:00:00+00:00,-0.137713,0.137713,0.229268,0.031573,52,0.585147,True,2026-04-21T08:13:09.357652+00:00
8090,2021-01-07,EU,EUR,Growth,GDP,96,consumer_confidence,2021-01-07T10:00:00+00:00,1.338933,-1.338933,0.159518,-0.213584,98,0.407127,True,2026-04-21T08:13:09.357652+00:00
8091,2021-01-07,EU,EUR,Growth,GDP,97,manufacturing_pmi,2021-01-04T09:00:00+00:00,1.013757,1.013757,0.171621,0.173982,90,0.438019,True,2026-04-21T08:13:09.357652+00:00
8092,2021-01-07,EU,EUR,Growth,GDP,189,economic_sentiment,2021-01-07T10:00:00+00:00,0.696398,-0.696398,0.254933,-0.177535,64,0.650649,True,2026-04-21T08:13:09.357652+00:00
8093,2021-01-07,EU,EUR,Inflation,CPI,89,core_cpi_yoy,2021-01-07T10:00:00+00:00,-1.381437,-1.381437,0.132642,-0.183237,247,0.503680,True,2026-04-21T08:13:09.357652+00:00
8094,2021-01-07,EU,EUR,Inflation,CPI,90,unemployment_rate,2020-12-02T10:00:00+00:00,1.474420,-1.474420,0.105662,-0.155790,130,0.401232,True,2026-04-21T08:13:09.357652+00:00
8095,2021-01-07,EU,EUR,Inflation,CPI,91,gdp_qoq,2020-12-08T10:00:00+00:00,1.084287,-1.084287,0.108005,-0.117108,105,0.410129,True,2026-04-21T08:13:09.357652+00:00
8096,2021-01-07,EU,EUR,Inflation,CPI,97,manufacturing_pmi,2021-01-04T09:00:00+00:00,1.013757,-1.013757,0.107728,-0.109210,207,0.409074,True,2026-04-21T08:13:09.357652+00:00
8097,2021-01-07,EU,EUR,Inflation,CPI,190,consumer_inflation_expectation,2021-01-07T10:00:00+00:00,-0.146487,-0.146487,0.116080,-0.017004,128,0.440792,True,2026-04-21T08:13:09.357652+00:00
8098,2021-01-08,CA,CAD,Growth,GDP,164,manufacturing_sales_mom,2020-12-15T13:30:00+00:00,-0.825691,-0.825691,0.129988,-0.107330,122,0.568683,True,2026-04-21T08:13:09.357652+00:00
8099,2021-01-08,CA,CAD,Growth,GDP,169,retail_sales_yoy,2020-12-18T13:30:00+00:00,0.835653,0.835653,0.123198,0.102951,59,0.538980,True,2026-04-21T08:13:09.357652+00:00
8100,2021-01-08,CA,CAD,Growth,GDP,170,retail_sales_ex_autos_mom,2020-11-20T13:30:00+00:00,0.008284,0.008284,0.170953,0.001416,58,0.747905,True,2026-04-21T08:13:09.357652+00:00
8101,2021-01-08,CA,CAD,Growth,GDP,210,retail_sales_mom,2020-12-18T13:30:00+00:00,-0.747616,0.747616,0.159195,0.119017,106,0.696465,True,2026-04-21T08:13:09.357652+00:00
8102,2021-01-08,CA,CAD,Growth,GDP,212,wholesale_sales_mom,2020-12-21T13:30:00+00:00,-0.518956,-0.518956,0.113690,-0.059000,133,0.497381,True,2026-04-21T08:13:09.357652+00:00
8103,2021-01-08,CA,CAD,Growth,GDP,213,imports,2021-01-07T13:30:00+00:00,0.966091,0.966091,0.163386,0.157846,58,0.714797,True,2026-04-21T08:13:09.357652+00:00
8104,2021-01-08,CA,CAD,Growth,GDP,214,exports,2021-01-07T13:30:00+00:00,0.882481,0.882481,0.139590,0.123186,58,0.610694,True,2026-04-21T08:13:09.357652+00:00
8105,2021-01-08,CA,CAD,Inflation,CPI,152,cpi_headline_yoy,2020-12-16T13:30:00+00:00,1.912203,1.912203,0.244225,0.467008,76,0.429502,True,2026-04-21T08:13:09.357652+00:00
8106,2021-01-08,CA,CAD,Inflation,CPI,153,core_cpi_yoy,2020-12-16T13:30:00+00:00,3.529768,3.529768,0.237314,0.837663,72,0.417347,True,2026-04-21T08:13:09.357652+00:00
8107,2021-01-08,CA,CAD,Inflation,CPI,165,ppi_yoy,2020-11-30T13:30:00+00:00,3.200201,-3.200201,0.225747,-0.722436,27,0.610777,True,2026-04-21T08:13:09.357652+00:00
8108,2021-01-08,CA,CAD,Labor,UNEMPLOYMENT,155,employment_change,2021-01-08T13:30:00+00:00,-1.834641,-1.834641,0.134200,-0.246209,72,0.463277,True,2026-04-21T08:13:09.357652+00:00
8109,2021-01-08,CA,CAD,Labor,UNEMPLOYMENT,156,full_time_employment_change,2021-01-08T13:30:00+00:00,-1.051833,-1.051833,0.131813,-0.138645,72,0.455037,True,2026-04-21T08:13:09.357652+00:00
8110,2021-01-08,CA,CAD,Labor,UNEMPLOYMENT,157,part_time_employment_change,2021-01-08T13:30:00+00:00,-1.194135,-1.194135,0.132858,-0.158650,72,0.458645,True,2026-04-21T08:13:09.357652+00:00
8111,2021-01-08,CA,CAD,Labor,UNEMPLOYMENT,210,retail_sales_mom,2020-12-18T13:30:00+00:00,-0.747616,-0.747616,0.204609,-0.152969,81,0.459120,True,2026-04-21T08:13:09.357652+00:00
8112,2021-01-08,CA,CAD,Labor,UNEMPLOYMENT,211,gdp_mom,2020-12-23T13:30:00+00:00,-1.183745,-1.183745,0.143658,-0.170054,93,0.495928,True,2026-04-21T08:13:09.357652+00:00
8113,2021-01-08,CA,CAD,Labor,UNEMPLOYMENT,213,imports,2021-01-07T13:30:00+00:00,0.966091,0.966091,0.252861,0.244287,73,0.567393,True,2026-04-21T08:13:09.357652+00:00
8114,2021-01-08,CH,CHF,Inflation,CPI,173,unemployment_rate,2021-01-08T06:45:00+00:00,4.746929,-4.746929,1.000000,-4.746929,66,0.470027,True,2026-04-21T08:13:09.357652+00:00
8115,2021-01-08,EU,EUR,Growth,GDP,94,construction_output_yoy,2020-12-16T10:00:00+00:00,0.843158,-0.843158,0.184660,-0.155698,52,0.471297,True,2026-04-21T08:13:09.357652+00:00
8116,2021-01-08,EU,EUR,Growth,GDP,95,zew_economic_sentiment,2020-12-08T10:00:00+00:00,-0.137713,0.137713,0.229268,0.031573,52,0.585147,True,2026-04-21T08:13:09.357652+00:00
8117,2021-01-08,EU,EUR,Growth,GDP,96,consumer_confidence,2021-01-07T10:00:00+00:00,1.338933,-1.338933,0.159518,-0.213584,98,0.407127,True,2026-04-21T08:13:09.357652+00:00
8118,2021-01-08,EU,EUR,Growth,GDP,97,manufacturing_pmi,2021-01-04T09:00:00+00:00,1.013757,1.013757,0.171621,0.173982,90,0.438019,True,2026-04-21T08:13:09.357652+00:00
8119,2021-01-08,EU,EUR,Growth,GDP,189,economic_sentiment,2021-01-07T10:00:00+00:00,0.696398,-0.696398,0.254933,-0.177535,64,0.650649,True,2026-04-21T08:13:09.357652+00:00
8120,2021-01-08,EU,EUR,Inflation,CPI,89,core_cpi_yoy,2021-01-07T10:00:00+00:00,-1.381437,-1.381437,0.132642,-0.183237,247,0.503680,True,2026-04-21T08:13:09.357652+00:00
8121,2021-01-08,EU,EUR,Inflation,CPI,90,unemployment_rate,2021-01-08T10:00:00+00:00,0.784465,-0.784465,0.105662,-0.082888,130,0.401232,True,2026-04-21T08:13:09.357652+00:00
8122,2021-01-08,EU,EUR,Inflation,CPI,91,gdp_qoq,2020-12-08T10:00:00+00:00,1.084287,-1.084287,0.108005,-0.117108,105,0.410129,True,2026-04-21T08:13:09.357652+00:00
8123,2021-01-08,EU,EUR,Inflation,CPI,97,manufacturing_pmi,2021-01-04T09:00:00+00:00,1.013757,-1.013757,0.107728,-0.109210,207,0.409074,True,2026-04-21T08:13:09.357652+00:00
8124,2021-01-08,EU,EUR,Inflation,CPI,190,consumer_inflation_expectation,2021-01-07T10:00:00+00:00,-0.146487,-0.146487,0.116080,-0.017004,128,0.440792,True,2026-04-21T08:13:09.357652+00:00
8125,2021-01-08,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2020-12-14T04:30:00+00:00,-0.151705,-0.151705,0.139008,-0.021088,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
8126,2021-01-08,JP,JPY,Growth,GDP,108,exports_yoy,2020-12-15T23:50:00+00:00,0.839677,-0.839677,0.105051,-0.088209,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
8127,2021-01-08,JP,JPY,Growth,GDP,109,imports_yoy,2020-12-15T23:50:00+00:00,1.661486,-1.661486,0.152056,-0.252639,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
8128,2021-01-08,JP,JPY,Growth,GDP,111,services_pmi,2021-01-06T00:30:00+00:00,0.905357,0.905357,0.065217,0.059045,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
8129,2021-01-08,JP,JPY,Growth,GDP,112,composite_pmi,2021-01-06T00:30:00+00:00,1.428512,1.428512,0.074204,0.106001,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
8130,2021-01-08,JP,JPY,Growth,GDP,192,industrial_production_mom,2020-12-14T04:30:00+00:00,0.788615,0.788615,0.122472,0.096583,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
8131,2021-01-08,JP,JPY,Growth,GDP,193,industrial_production_yoy,2020-12-27T23:50:00+00:00,0.922687,0.922687,0.115039,0.106145,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
8132,2021-01-08,JP,JPY,Growth,GDP,194,leading_economic_index,2021-01-08T05:00:00+00:00,1.806490,-1.806490,0.129534,-0.234002,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
8133,2021-01-08,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2020-12-09T06:00:00+00:00,2.657280,2.657280,0.097419,0.258870,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
8134,2021-01-08,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2020-12-17T23:30:00+00:00,-3.553119,-3.553119,0.318654,-1.132216,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
8135,2021-01-08,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2020-12-17T23:30:00+00:00,-2.604111,-2.604111,0.280733,-0.731060,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
8136,2021-01-08,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2020-12-09T06:00:00+00:00,2.657280,-2.657280,0.400614,-1.064544,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
8137,2021-01-08,UK,GBP,Growth,GDP,58,gdp_mom,2020-12-10T07:00:00+00:00,-1.082907,1.082907,0.103828,0.112436,38,0.897497,True,2026-04-21T08:13:09.357652+00:00
8138,2021-01-08,UK,GBP,Growth,GDP,59,gdp_yoy,2020-12-10T07:00:00+00:00,0.904986,-0.904986,0.088593,-0.080175,38,0.765807,True,2026-04-21T08:13:09.357652+00:00
8139,2021-01-08,UK,GBP,Growth,GDP,64,retail_sales_mom,2020-12-18T07:00:00+00:00,-1.446794,-1.446794,0.061061,-0.088343,40,0.812022,True,2026-04-21T08:13:09.357652+00:00
8140,2021-01-08,UK,GBP,Growth,GDP,65,industrial_production_yoy,2020-12-10T07:00:00+00:00,0.874836,0.874836,0.068080,0.059559,44,0.588490,True,2026-04-21T08:13:09.357652+00:00
8141,2021-01-08,UK,GBP,Growth,GDP,80,house_price_index_yoy,2021-01-08T08:30:00+00:00,-0.164507,0.164507,0.095402,0.015694,49,0.824663,True,2026-04-21T08:13:09.357652+00:00
8142,2021-01-08,UK,GBP,Growth,GDP,81,public_sector_net_borrowing,2020-12-22T07:00:00+00:00,-0.093093,0.093093,0.065728,0.006119,39,0.568163,True,2026-04-21T08:13:09.357652+00:00
8143,2021-01-08,UK,GBP,Growth,GDP,83,cbi_industrial_trends_orders,2020-12-18T11:00:00+00:00,3.135262,3.135262,0.051221,0.160591,42,0.442761,True,2026-04-21T08:13:09.357652+00:00
8144,2021-01-08,UK,GBP,Growth,GDP,84,consumer_confidence,2020-12-18T00:01:00+00:00,0.791155,-0.791155,0.075269,-0.059549,42,0.650631,True,2026-04-21T08:13:09.357652+00:00
8145,2021-01-08,UK,GBP,Growth,GDP,85,retail_sales_yoy,2020-12-18T07:00:00+00:00,-0.075718,0.075718,0.108616,0.008224,40,0.938885,True,2026-04-21T08:13:09.357652+00:00
8146,2021-01-08,UK,GBP,Growth,GDP,86,retail_sales_ex_fuel_mom,2020-12-18T07:00:00+00:00,-1.175054,1.175054,0.056576,0.066480,40,0.752389,True,2026-04-21T08:13:09.357652+00:00
8147,2021-01-08,UK,GBP,Growth,GDP,87,retail_sales_ex_fuel_yoy,2020-12-18T07:00:00+00:00,0.382070,-0.382070,0.103458,-0.039528,40,0.894301,True,2026-04-21T08:13:09.357652+00:00
8148,2021-01-08,UK,GBP,Growth,GDP,185,niesr_monthly_gdp_tracker,2020-12-10T14:00:00+00:00,0.008783,0.008783,0.056858,0.000499,59,0.491490,True,2026-04-21T08:13:09.357652+00:00
8149,2021-01-08,UK,GBP,Growth,GDP,186,house_price_index_mom,2021-01-08T08:30:00+00:00,-1.879716,-1.879716,0.065310,-0.122764,47,0.564546,True,2026-04-21T08:13:09.357652+00:00
8150,2021-01-08,UK,GBP,Inflation,CPI,48,core_cpi_yoy,2020-12-16T07:00:00+00:00,-0.855985,-0.855985,0.092713,-0.079361,68,0.518707,True,2026-04-21T08:13:09.357652+00:00
8151,2021-01-08,UK,GBP,Inflation,CPI,49,cpi_headline_yoy,2020-12-16T07:00:00+00:00,-1.028992,-1.028992,0.051219,-0.052704,73,0.440855,True,2026-04-21T08:13:09.357652+00:00
8152,2021-01-08,UK,GBP,Inflation,CPI,51,ppi_output_yoy,2020-12-16T07:00:00+00:00,0.753937,0.753937,0.072136,0.054386,55,0.403585,True,2026-04-21T08:13:09.357652+00:00
8153,2021-01-08,UK,GBP,Inflation,CPI,57,avg_earnings_excl_bonus,2020-12-15T07:00:00+00:00,2.677331,2.677331,0.071797,0.192224,83,0.401689,True,2026-04-21T08:13:09.357652+00:00
8154,2021-01-08,UK,GBP,Inflation,CPI,71,core_cpi_mom,2020-12-16T07:00:00+00:00,-0.570088,-0.570088,0.112843,-0.064330,65,0.631329,True,2026-04-21T08:13:09.357652+00:00
8155,2021-01-08,UK,GBP,Inflation,CPI,74,ppi_core_output_mom,2020-11-18T07:00:00+00:00,0.670820,0.670820,0.073206,0.049108,48,0.409570,True,2026-04-21T08:13:09.357652+00:00
8156,2021-01-08,UK,GBP,Inflation,CPI,75,ppi_core_output_yoy,2020-12-16T07:00:00+00:00,2.500000,2.500000,0.075101,0.187753,54,0.420175,True,2026-04-21T08:13:09.357652+00:00
8157,2021-01-08,UK,GBP,Inflation,CPI,76,ppi_input_mom,2020-12-16T07:00:00+00:00,-0.718635,-0.718635,0.089229,-0.064123,59,0.499213,True,2026-04-21T08:13:09.357652+00:00
8158,2021-01-08,UK,GBP,Inflation,CPI,78,retail_price_index_mom,2020-12-16T07:00:00+00:00,-1.315071,-1.315071,0.091848,-0.120787,65,0.790565,True,2026-04-21T08:13:09.357652+00:00
8159,2021-01-08,UK,GBP,Inflation,CPI,79,retail_price_index_yoy,2020-12-16T07:00:00+00:00,-0.546594,-0.546594,0.053455,-0.029218,70,0.460104,True,2026-04-21T08:13:09.357652+00:00
8160,2021-01-08,UK,GBP,Labor,UNEMPLOYMENT,83,cbi_industrial_trends_orders,2020-12-18T11:00:00+00:00,3.135262,-3.135262,1.000000,-3.135262,71,0.425752,True,2026-04-21T08:13:09.357652+00:00
8161,2021-01-11,AU,AUD,Inflation,CPI,126,unemployment_rate,2020-12-17T00:30:00+00:00,-1.027458,1.027458,0.158347,0.162695,29,0.436070,True,2026-04-21T08:13:09.357652+00:00
8162,2021-01-11,AU,AUD,Inflation,CPI,129,part_time_employment_change,2020-12-17T00:30:00+00:00,-0.927421,-0.927421,0.150820,-0.139874,31,0.415341,True,2026-04-21T08:13:09.357652+00:00
8163,2021-01-11,AU,AUD,Inflation,CPI,131,leading_index_mom,2020-12-16T00:30:00+00:00,1.321157,1.321157,0.162317,0.214446,29,0.447002,True,2026-04-21T08:13:09.357652+00:00
8164,2021-01-11,AU,AUD,Inflation,CPI,132,private_sector_credit_mom,2020-12-23T00:30:00+00:00,-0.111803,0.111803,0.165307,0.018482,31,0.455235,True,2026-04-21T08:13:09.357652+00:00
8165,2021-01-11,AU,AUD,Inflation,CPI,199,retail_sales_mom,2021-01-11T00:30:00+00:00,1.507462,-1.507462,0.190298,-0.286867,36,0.524058,True,2026-04-21T08:13:09.357652+00:00
8166,2021-01-11,AU,AUD,Inflation,CPI,201,td_mi_inflation_gauge_mom,2021-01-11T00:00:00+00:00,0.623850,0.623850,0.172911,0.107871,28,0.476178,True,2026-04-21T08:13:09.357652+00:00
8167,2021-01-13,CA,CAD,Growth,GDP,164,manufacturing_sales_mom,2020-12-15T13:30:00+00:00,-0.825691,-0.825691,0.129988,-0.107330,122,0.568683,True,2026-04-21T08:13:09.357652+00:00
8168,2021-01-13,CA,CAD,Growth,GDP,169,retail_sales_yoy,2020-12-18T13:30:00+00:00,0.835653,0.835653,0.123198,0.102951,59,0.538980,True,2026-04-21T08:13:09.357652+00:00
8169,2021-01-13,CA,CAD,Growth,GDP,170,retail_sales_ex_autos_mom,2020-11-20T13:30:00+00:00,0.008284,0.008284,0.170953,0.001416,58,0.747905,True,2026-04-21T08:13:09.357652+00:00
8170,2021-01-13,CA,CAD,Growth,GDP,210,retail_sales_mom,2020-12-18T13:30:00+00:00,-0.747616,0.747616,0.159195,0.119017,106,0.696465,True,2026-04-21T08:13:09.357652+00:00
8171,2021-01-13,CA,CAD,Growth,GDP,212,wholesale_sales_mom,2020-12-21T13:30:00+00:00,-0.518956,-0.518956,0.113690,-0.059000,133,0.497381,True,2026-04-21T08:13:09.357652+00:00
8172,2021-01-13,CA,CAD,Growth,GDP,213,imports,2021-01-07T13:30:00+00:00,0.966091,0.966091,0.163386,0.157846,58,0.714797,True,2026-04-21T08:13:09.357652+00:00
8173,2021-01-13,CA,CAD,Growth,GDP,214,exports,2021-01-07T13:30:00+00:00,0.882481,0.882481,0.139590,0.123186,58,0.610694,True,2026-04-21T08:13:09.357652+00:00
8174,2021-01-13,CA,CAD,Inflation,CPI,152,cpi_headline_yoy,2020-12-16T13:30:00+00:00,1.912203,1.912203,0.244225,0.467008,76,0.429502,True,2026-04-21T08:13:09.357652+00:00
8175,2021-01-13,CA,CAD,Inflation,CPI,153,core_cpi_yoy,2020-12-16T13:30:00+00:00,3.529768,3.529768,0.237314,0.837663,72,0.417347,True,2026-04-21T08:13:09.357652+00:00
8176,2021-01-13,CA,CAD,Inflation,CPI,165,ppi_yoy,2021-01-13T13:30:00+00:00,2.278921,-2.278921,0.225747,-0.514460,27,0.610777,True,2026-04-21T08:13:09.357652+00:00
8177,2021-01-13,CA,CAD,Labor,UNEMPLOYMENT,155,employment_change,2021-01-08T13:30:00+00:00,-1.834641,-1.834641,0.134200,-0.246209,72,0.463277,True,2026-04-21T08:13:09.357652+00:00
8178,2021-01-13,CA,CAD,Labor,UNEMPLOYMENT,156,full_time_employment_change,2021-01-08T13:30:00+00:00,-1.051833,-1.051833,0.131813,-0.138645,72,0.455037,True,2026-04-21T08:13:09.357652+00:00
8179,2021-01-13,CA,CAD,Labor,UNEMPLOYMENT,157,part_time_employment_change,2021-01-08T13:30:00+00:00,-1.194135,-1.194135,0.132858,-0.158650,72,0.458645,True,2026-04-21T08:13:09.357652+00:00
8180,2021-01-13,CA,CAD,Labor,UNEMPLOYMENT,210,retail_sales_mom,2020-12-18T13:30:00+00:00,-0.747616,-0.747616,0.204609,-0.152969,81,0.459120,True,2026-04-21T08:13:09.357652+00:00
8181,2021-01-13,CA,CAD,Labor,UNEMPLOYMENT,211,gdp_mom,2020-12-23T13:30:00+00:00,-1.183745,-1.183745,0.143658,-0.170054,93,0.495928,True,2026-04-21T08:13:09.357652+00:00
8182,2021-01-13,CA,CAD,Labor,UNEMPLOYMENT,213,imports,2021-01-07T13:30:00+00:00,0.966091,0.966091,0.252861,0.244287,73,0.567393,True,2026-04-21T08:13:09.357652+00:00
8183,2021-01-13,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2020-12-14T04:30:00+00:00,-0.151705,-0.151705,0.139008,-0.021088,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
8184,2021-01-13,JP,JPY,Growth,GDP,108,exports_yoy,2020-12-15T23:50:00+00:00,0.839677,-0.839677,0.105051,-0.088209,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
8185,2021-01-13,JP,JPY,Growth,GDP,109,imports_yoy,2020-12-15T23:50:00+00:00,1.661486,-1.661486,0.152056,-0.252639,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
8186,2021-01-13,JP,JPY,Growth,GDP,111,services_pmi,2021-01-06T00:30:00+00:00,0.905357,0.905357,0.065217,0.059045,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
8187,2021-01-13,JP,JPY,Growth,GDP,112,composite_pmi,2021-01-06T00:30:00+00:00,1.428512,1.428512,0.074204,0.106001,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
8188,2021-01-13,JP,JPY,Growth,GDP,192,industrial_production_mom,2020-12-14T04:30:00+00:00,0.788615,0.788615,0.122472,0.096583,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
8189,2021-01-13,JP,JPY,Growth,GDP,193,industrial_production_yoy,2020-12-27T23:50:00+00:00,0.922687,0.922687,0.115039,0.106145,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
8190,2021-01-13,JP,JPY,Growth,GDP,194,leading_economic_index,2021-01-08T05:00:00+00:00,1.806490,-1.806490,0.129534,-0.234002,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
8191,2021-01-13,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2021-01-13T06:00:00+00:00,1.454620,1.454620,0.097419,0.141708,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
8192,2021-01-13,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2020-12-17T23:30:00+00:00,-3.553119,-3.553119,0.318654,-1.132216,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
