decision_date,country,rate,rate_change,direction,Australia Unemployment Rate,Reserve Bank of Australia (RBA) Interest Rate Decision,Australia Gross Domestic Product (GDP) q_q,Australia Gross Domestic Product (GDP) y_y,Westpac-MI Australia Consumer Sentiment m_m,Australia Exports m_m,Australia Imports m_m,Australia Participation Rate,S&P Global Australia Manufacturing Purchasing Managers Index (PMI),S&P Global Australia Services Purchasing Managers Index (PMI),S&P Global Australia Composite Purchasing Managers Index (PMI),Bank of Canada (BoC) Interest Rate Decision,Canada Retail Sales m_m,Canada Gross Domestic Product (GDP) m_m,Canada Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) y_y,Canada Core Retail Sales m_m,Canada Manufacturing Purchasing Managers Index (PMI),Canada Consumer Price Index (CPI) y_y,Canada Gross Domestic Product (GDP) y_y,Canada Industrial Product Price Index (IPPI) m_m,Canada Industrial Product Price Index (IPPI) y_y,Canada Raw Materials Price Index (RMPI) m_m,Canada Raw Materials Price Index (RMPI) y_y,Average hourly wages Permanent employee,Swiss National Bank (SNB) Interest Rate Decision,Switzerland Unemployment Rate,Switzerland Consumer Price Index (CPI) y_y,Switzerland Consumer Price Index (CPI) m_m,Switzerland Manufacturing Purchasing Managers Index (PMI),Switzerland Producer Price Index (PPI) y_y,Switzerland Retail Sales y_y,Switzerland Producer Price Index (PPI) m_m,Switzerland Unemployment Rate n.s.a_,Bank of England (BoE) Interest Rate Decision,S&P Global United Kingdom Construction Purchasing Managers Index (PMI)(1),Nationwide United Kingdom House Price Index (HPI) y_y,United Kingdom Gross Domestic Product (GDP) q_q,S&P Global United Kingdom Construction Purchasing Managers Index (PMI),Nationwide United Kingdom House Price Index (HPI) m_m,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Hike,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Unchanged,Untitled spBank of England (BoE) Monetary Policy Committee (MPC) Vote Cutreadsheet,United Kingdom Gross Domestic Product (GDP) y_y,S&P Global United Kingdom Manufacturing Purchasing Managers Index (PMI),S&P Global United Kingdom Services Purchasing Managers Index (PMI),S&P Global United Kingdom Composite Purchasing Managers Index (PMI),Fed Interest Rate Decision,U.S. Unit Labor Costs QoQ,U.S. Core PCE Prices,U.S. PCE Price index YoY,U.S. PCE Price index YoY(1),U.S. PCE price index,U.S. PCE price index MoM
2026-03-18,Canada,0.02,0.0,Hold,,,,,,,,,,,,0.02,-0.004,0.002,0.004,0.004,0.023,0.001,51.0,0.018,0.01,0.027,0.054,0.077,0.08,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-15,Switzerland,0.0225,,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-14,Switzerland,0.025,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-13,Switzerland,0.0275,0.0024999999999999988,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-13,Switzerland,0.0275,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-13,Switzerland,0.0275,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-19,Switzerland,0.0275,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-18,Switzerland,0.0275,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,0.024,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-08,Switzerland,0.025,-0.0024999999999999988,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.024,0.029,0.001,47.8,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-06,Switzerland,0.02,-0.005000000000000001,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.024,0.026,0.005,47.0,0.037,0.0,,,,,,,,,,,,,,,,,,,,,,
2008-11-20,Switzerland,0.01,-0.01,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.025,0.026,0.005,47.0,0.029,0.064,,,,,,,,,,,,,,,,,,,,,,
2008-12-11,Switzerland,0.005,-0.005,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.027,0.015,-0.007,35.2,0.029,0.064,,,,,,,,,,,,,,,,,,,,,,
2009-03-12,Switzerland,0.0025,-0.0025,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.034,0.002,0.002,32.6,-0.009,-0.004,,,,,,,,,,,,,,,,,,,,,,
2009-06-18,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.034,-0.01,0.002,39.8,-0.05,0.094,,,,,,,,,,,,,,,,,,,,,,
2009-09-17,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.038,-0.008,0.001,50.2,-0.055,0.002,,,,,,,,,,,,,,,,,,,,,,
2009-12-10,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.042,0.0,0.002,56.9,-0.047,0.032,,,,,,,,,,,,,,,,,,,,,,
2010-03-11,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.044,0.009,0.001,57.4,-0.013,0.037,,,,,,,,,,,,,,,,,,,,,,
2010-06-17,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.04,0.011,-0.001,66.4,0.014,0.013,,,,,,,,,,,,,,,,,,,,,,
2010-09-16,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.038,0.003,0.0,61.4,0.005,0.047,,,,,,,,,,,,,,,,,,,,,,
2010-12-16,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.036,0.002,0.002,61.8,0.001,0.035,,,,,,,,,,,,,,,,,,,,,,
2011-03-17,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.036,0.005,0.004,63.5,0.0,-0.024,,,,,,,,,,,,,,,,,,,,,,
2011-06-16,Switzerland,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.029,0.004,0.0,59.2,-0.004,0.078,,,,,,,,,,,,,,,,,,,,,,
2011-08-03,Switzerland,0.0,-0.0025,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.006,-0.002,53.5,-0.004,0.079,,,,,,,,,,,,,,,,,,,,,,
2011-09-15,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.028,0.002,-0.003,51.7,-0.019,0.029,,,,,,,,,,,,,,,,,,,,,,
2011-12-15,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.031,-0.005,-0.002,44.8,-0.024,0.001,,,,,,,,,,,,,,,,,,,,,,
2012-03-15,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.034,-0.009,0.003,49.0,-0.019,0.047,,,,,,,,,,,,,,,,,,,,,,
2012-06-14,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.029,-0.01,0.0,45.4,-0.023,0.002,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.029,-0.005,0.0,46.7,-0.001,0.029,,,,,,,,,,,,,,,,,,,,,,
2012-12-13,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,-0.004,-0.003,48.5,0.012,0.027,0.0,,,,,,,,,,,,,,,,,,,,,
2013-03-14,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.031,-0.003,0.003,50.8,0.008,0.02,-0.001,,,,,,,,,,,,,,,,,,,,,
2013-06-20,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.032,-0.005,0.001,52.2,-0.002,0.031,-0.003,0.03,,,,,,,,,,,,,,,,,,,,
2013-09-19,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.032,0.0,-0.001,54.6,0.002,0.006,0.002,0.03,,,,,,,,,,,,,,,,,,,,
2013-12-12,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.032,0.001,0.0,56.5,-0.003,0.016,-0.004,0.032,,,,,,,,,,,,,,,,,,,,
2014-03-20,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.032,-0.001,0.001,57.6,-0.008,-0.001,-0.004,0.035,,,,,,,,,,,,,,,,,,,,
2014-06-19,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.032,0.002,0.003,52.5,-0.008,0.008,0.001,0.03,,,,,,,,,,,,,,,,,,,,
2014-09-18,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.032,0.001,0.0,52.9,-0.012,-0.003,-0.002,0.03,,,,,,,,,,,,,,,,,,,,
2014-12-11,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.032,-0.001,0.0,52.1,-0.011,0.003,-0.001,0.032,,,,,,,,,,,,,,,,,,,,
2014-12-18,Switzerland,-0.0025,-0.0025,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025,0.032,-0.001,0.0,52.1,-0.016,0.003,-0.007,0.032,,,,,,,,,,,,,,,,,,,,
2015-01-15,Switzerland,-0.0075,-0.004999999999999999,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.032,-0.003,-0.005,54.0,-0.016,0.003,-0.007,0.034,,,,,,,,,,,,,,,,,,,,
2015-03-19,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.032,-0.008,-0.003,47.3,-0.036,-0.003,-0.014,0.035,,,,,,,,,,,,,,,,,,,,
2015-06-18,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.033,-0.012,0.002,49.4,-0.06,0.016,-0.008,0.032,,,,,,,,,,,,,,,,,,,,
2015-09-17,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.033,-0.014,-0.002,52.2,-0.068,-0.001,-0.007,0.032,,,,,,,,,,,,,,,,,,,,
2015-12-10,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.034,-0.014,-0.001,49.7,-0.066,-0.008,0.002,0.034,,,,,,,,,,,,,,,,,,,,
2016-03-17,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.034,-0.008,0.002,51.6,-0.046,0.002,-0.006,0.037,,,,,,,,,,,,,,,,,,,,
2016-06-16,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.035,-0.004,0.001,55.8,-0.012,-0.019,0.004,0.033,,,,,,,,,,,,,,,,,,,,
2016-09-15,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.034,-0.001,-0.001,51.0,-0.004,-0.022,-0.003,0.032,,,,,,,,,,,,,,,,,,,,
2016-12-15,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.033,-0.003,-0.002,56.6,-0.006,-0.005,0.001,0.033,,,,,,,,,,,,,,,,,,,,
2017-03-16,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.033,0.006,0.005,57.8,0.013,-0.014,-0.002,0.036,,,,,,,,,,,,,,,,,,,,
2017-06-15,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.032,0.005,0.002,55.6,0.001,-0.012,-0.003,0.031,,,,,,,,,,,,,,,,,,,,
2017-09-14,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.032,0.005,0.0,61.2,0.006,-0.007,0.003,0.03,,,,,,,,,,,,,,,,,,,,
2017-12-14,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.03,0.008,-0.001,65.1,0.018,-0.03,0.006,0.031,,,,,,,,,,,,,,,,,,,,
2018-03-15,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.029,0.007,0.004,65.5,0.023,-0.014,0.003,0.032,,,,,,,,,,,,,,,,,,,,
2018-06-21,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.026,0.01,0.004,62.4,0.032,0.022,0.002,0.024,,,,,,,,,,,,,,,,,,,,
2018-09-20,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.026,0.012,0.0,64.8,0.034,-0.003,0.0,0.024,,,,,,,,,,,,,,,,,,,,
2018-12-13,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.024,0.009,-0.003,57.7,0.014,0.008,-0.003,0.025,,,,,,,,,,,,,,,,,,,,
2019-03-21,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.024,0.006,0.004,55.4,-0.007,-0.004,0.002,0.027,,,,,,,,,,,,,,,,,,,,
2019-06-13,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.024,0.006,0.003,48.6,-0.008,-0.007,0.0,0.023,,,,,,,,,,,,,,,,,,,,
2019-09-19,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.023,0.003,0.0,47.2,-0.019,0.014,-0.002,0.021,,,,,,,,,,,,,,,,,,,,
2019-12-12,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.023,-0.001,-0.001,48.8,-0.025,0.007,-0.004,0.023,,,,,,,,,,,,,,,,,,,,
2020-03-19,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.023,-0.001,0.001,49.5,-0.021,-0.001,-0.009,0.025,,,,,,,,,,,,,,,,,,,,
2020-06-18,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.034,-0.013,0.0,42.1,-0.045,-0.199,-0.005,0.034,,,,,,,,,,,,,,,,,,,,
2020-09-24,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.034,-0.009,0.0,51.8,-0.035,0.041,-0.004,0.033,,,,,,,,,,,,,,,,,,,,
2020-12-17,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.034,-0.007,-0.002,55.2,-0.027,0.031,-0.001,0.033,,,,,,,,,,,,,,,,,,,,
2021-03-25,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.036,-0.005,0.002,61.3,-0.011,-0.005,0.0,0.036,,,,,,,,,,,,,,,,,,,,
2021-06-17,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.03,0.006,0.003,69.9,0.032,0.357,0.008,0.031,,,,,,,,,,,,,,,,,,,,
2021-09-23,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.029,0.009,0.002,67.7,0.044,-0.026,0.007,0.027,,,,,,,,,,,,,,,,,,,,
2021-12-16,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.025,0.015,0.0,62.5,0.058,0.012,0.005,0.025,,,,,,,,,,,,,,,,,,,,
2022-03-24,Switzerland,-0.0075,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075,0.022,0.022,0.007,62.6,0.058,0.051,0.004,0.025,,,,,,,,,,,,,,,,,,,,
2022-06-16,Switzerland,-0.0025,0.004999999999999999,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025,0.022,0.029,0.007,60.0,0.069,-0.06,0.009,0.021,,,,,,,,,,,,,,,,,,,,
2022-09-22,Switzerland,0.005,0.0075,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.021,0.035,0.003,56.4,0.055,0.026,-0.001,0.02,,,,,,,,,,,,,,,,,,,,
2022-12-15,Switzerland,0.01,0.005,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.03,0.0,53.9,0.038,-0.025,-0.005,0.02,,,,,,,,,,,,,,,,,,,,
2023-03-23,Switzerland,0.015,0.004999999999999999,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.019,0.034,0.007,48.9,0.027,-0.022,-0.002,0.021,,,,,,,,,,,,,,,,,,,,
2023-06-22,Switzerland,0.0175,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.02,0.022,0.003,43.2,-0.003,-0.037,-0.003,0.019,,,,,,,,,,,,,,,,,,,,
2023-09-21,Switzerland,0.0175,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.021,0.016,0.002,39.9,-0.008,-0.022,-0.002,0.02,,,,,,,,,,,,,,,,,,,,
2023-12-14,Switzerland,0.0175,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.021,0.014,-0.002,42.1,-0.013,-0.001,-0.009,0.021,,,,,,,,,,,,,,,,,,,,
2024-03-21,Switzerland,0.015,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.022,0.012,0.006,44.0,-0.02,0.003,0.001,0.024,,,,,,,,,,,,,,,,,,,,
2024-06-20,Switzerland,0.0125,-0.0024999999999999988,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.024,0.014,0.003,46.4,-0.018,0.027,-0.003,0.023,,,,,,,,,,,,,,,,,,,,
2024-09-26,Switzerland,0.01,-0.0025000000000000005,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.025,0.011,0.0,49.0,-0.012,0.027,0.002,0.024,,,,,,,,,,,,,,,,,,,,
2024-12-12,Switzerland,0.005,-0.005,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.026,0.007,-0.001,48.5,-0.018,0.014,-0.003,0.026,,,,,,,,,,,,,,,,,,,,
2025-03-20,Switzerland,0.0025,-0.0025,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.027,0.003,0.006,49.6,-0.001,0.013,0.003,0.029,,,,,,,,,,,,,,,,,,,,
2025-06-19,Switzerland,0.0,-0.0025,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.029,-0.001,0.001,42.1,-0.007,0.013,-0.005,0.028,,,,,,,,,,,,,,,,,,,,
2025-09-25,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.029,0.002,-0.001,49.0,-0.018,0.007,-0.006,0.028,,,,,,,,,,,,,,,,,,,,
2025-12-11,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.0,-0.002,49.7,-0.017,0.027,-0.003,0.029,,,,,,,,,,,,,,,,,,,,
2026-03-19,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.001,0.006,47.4,-0.027,-0.011,-0.003,0.032,,,,,,,,,,,,,,,,,,,,
2026-03-19,Switzerland,0.0,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.001,0.006,47.4,-0.027,-0.011,-0.003,0.032,,,,,,,,,,,,,,,,,,,,
2007-01-11,United Kingdom,0.0525,,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,,,,,,,,,,,,,,,,,,,
2007-05-10,United Kingdom,0.055,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,59.8,,,,,,,,,,,,,,,,,,
2007-06-07,United Kingdom,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,58.0,,,,,,,,,,,,,,,,,,
2007-07-05,United Kingdom,0.0575,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575,60.1,,,,,,,,,,,,,,,,,,
2007-08-02,United Kingdom,0.0575,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575,61.8,,,,,,,,,,,,,,,,,,
2007-09-06,United Kingdom,0.0575,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575,54.8,,,,,,,,,,,,,,,,,,
2007-10-04,United Kingdom,0.0575,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575,60.3,,,,,,,,,,,,,,,,,,
2007-11-08,United Kingdom,0.0575,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575,60.3,,,,,,,,,,,,,,,,,,
2007-12-06,United Kingdom,0.055,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,54.3,,,,,,,,,,,,,,,,,,
2008-01-10,United Kingdom,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,56.0,,,,,,,,,,,,,,,,,,
2008-02-07,United Kingdom,0.0525,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,53.9,,,,,,,,,,,,,,,,,,
2008-03-06,United Kingdom,0.0525,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,52.4,,,,,,,,,,,,,,,,,,
2008-04-10,United Kingdom,0.05,-0.0024999999999999953,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,47.2,0.08,,,,,,,,,,,,,,,,,
2008-05-08,United Kingdom,0.05,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,46.1,0.063,,,,,,,,,,,,,,,,,
2008-06-05,United Kingdom,0.05,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,43.9,0.063,,,,,,,,,,,,,,,,,
2008-07-10,United Kingdom,0.05,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,38.8,0.063,,,,,,,,,,,,,,,,,
2008-08-07,United Kingdom,0.05,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,36.7,0.063,,,,,,,,,,,,,,,,,
2008-09-04,United Kingdom,0.05,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,40.5,0.063,,,,,,,,,,,,,,,,,
2008-10-08,United Kingdom,0.045,-0.0050000000000000044,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,38.8,0.063,,,,,,,,,,,,,,,,,
2008-11-06,United Kingdom,0.03,-0.015,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,35.1,0.063,,,,,,,,,,,,,,,,,
2008-12-04,United Kingdom,0.02,-0.009999999999999998,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,31.8,0.063,,,,,,,,,,,,,,,,,
2009-01-08,United Kingdom,0.015,-0.005000000000000001,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,29.3,0.063,,,,,,,,,,,,,,,,,
2009-02-05,United Kingdom,0.01,-0.004999999999999999,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,34.5,0.063,,,,,,,,,,,,,,,,,
2009-03-05,United Kingdom,0.005,-0.005,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,27.8,0.063,,,,,,,,,,,,,,,,,
2009-04-09,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,30.9,0.063,,,,,,,,,,,,,,,,,
2009-05-07,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,38.1,0.063,,,,,,,,,,,,,,,,,
2009-06-04,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,45.9,0.063,,,,,,,,,,,,,,,,,
2009-07-09,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,44.5,0.063,,,,,,,,,,,,,,,,,
2009-08-06,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,47.0,0.063,-0.008,,,,,,,,,,,,,,,,
2009-09-10,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,47.7,0.063,-0.007,,,,,,,,,,,,,,,,
2009-10-08,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,46.7,0.063,-0.006,,,,,,,,,,,,,,,,
2009-11-05,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,46.2,0.063,-0.004,,,,,,,,,,,,,,,,
2009-12-10,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,47.0,0.063,-0.003,,,,,,,,,,,,,,,,
2010-01-07,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,47.1,0.063,-0.003,,,,,,,,,,,,,,,,
2010-02-04,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,48.6,0.063,0.001,,,,,,,,,,,,,,,,
2010-03-04,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,48.5,0.063,0.003,,,,,,,,,,,,,,,,
2010-04-08,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,53.1,0.063,0.002,,,,,,,,,,,,,,,,
2010-05-10,United Kingdom,0.005,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,58.2,0.063,0.002,,,,,,,,,,,,,,,,
