ranking_id,date,window_months,currency,country_code,cb_strength_score,cb_pressure_normalized,strength_label,trend_label,confidence,rank_strongest,rank_weakest,percentile_rank,processed_at
3186,2021-04-28,2,CHF,CH,0.513152,0.993197,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3187,2021-04-28,2,AUD,AU,0.849568,1.203737,mild_strong,improving,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3188,2021-04-28,3,NZD,NZ,-1.714954,-0.446247,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3189,2021-04-28,3,CAD,CA,0.175134,0.607220,neutral,flat,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3190,2021-04-28,3,CHF,CH,0.183073,0.611645,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3191,2021-04-28,3,USD,US,0.485550,0.780235,mild_strong,improving,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3192,2021-04-28,3,AUD,AU,0.871197,0.995181,mild_strong,improving,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3193,2021-04-29,1,NZD,NZ,-1.541184,-0.280562,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3194,2021-04-29,1,JPY,JP,-0.306217,0.415402,neutral,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3195,2021-04-29,1,EUR,EU,0.163642,0.680190,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3196,2021-04-29,1,USD,US,0.633695,0.945087,mild_strong,improving,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3197,2021-04-29,1,AUD,AU,1.050064,1.179731,strong,flat,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3198,2021-04-29,2,NZD,NZ,-1.481471,-0.362339,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3199,2021-04-29,2,JPY,JP,-0.358023,0.288198,mild_weak,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3200,2021-04-29,2,EUR,EU,0.138440,0.575677,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3201,2021-04-29,2,USD,US,0.525638,0.799885,mild_strong,improving,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3202,2021-04-29,2,AUD,AU,1.175416,1.176142,strong,improving,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3203,2021-04-29,3,NZD,NZ,-1.383071,-0.408929,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3204,2021-04-29,3,JPY,JP,-0.582074,0.046784,mild_weak,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3205,2021-04-29,3,EUR,EU,0.137521,0.456185,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3206,2021-04-29,3,USD,US,0.741635,0.799885,mild_strong,improving,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3207,2021-04-29,3,AUD,AU,1.085989,0.995799,strong,improving,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3208,2021-04-30,1,GBP,UK,-1.685513,0.151327,weak,improving,high,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
3209,2021-04-30,1,JPY,JP,-0.922214,0.448503,mild_weak,improving,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
3210,2021-04-30,1,EUR,EU,-0.119699,0.760947,neutral,improving,high,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
3211,2021-04-30,1,CAD,CA,0.279542,0.916384,neutral,improving,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
3212,2021-04-30,1,USD,US,0.473042,0.991720,mild_strong,improving,medium,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
3213,2021-04-30,1,AUD,AU,0.841943,1.135344,mild_strong,flat,medium,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
3214,2021-04-30,1,CHF,CH,1.132899,1.248622,strong,improving,high,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
3215,2021-04-30,2,GBP,UK,-1.840531,-0.220148,weak,flat,high,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
3216,2021-04-30,2,JPY,JP,-0.715965,0.306337,mild_weak,improving,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
3217,2021-04-30,2,EUR,EU,-0.046624,0.619701,neutral,improving,high,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
3218,2021-04-30,2,CAD,CA,0.315450,0.789212,neutral,improving,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
3219,2021-04-30,2,USD,US,0.381033,0.819916,mild_strong,improving,medium,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
3220,2021-04-30,2,CHF,CH,0.820385,1.025606,mild_strong,improving,high,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
3221,2021-04-30,2,AUD,AU,1.086250,1.150076,strong,improving,medium,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
3222,2021-04-30,3,GBP,UK,-1.662155,-0.215577,weak,flat,high,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
3223,2021-04-30,3,JPY,JP,-1.001564,0.064345,weak,improving,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
3224,2021-04-30,3,EUR,EU,0.002852,0.489960,neutral,improving,high,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
3225,2021-04-30,3,CAD,CA,0.326836,0.627246,neutral,flat,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
3226,2021-04-30,3,CHF,CH,0.381689,0.650490,mild_strong,improving,high,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
3227,2021-04-30,3,USD,US,0.781521,0.819916,mild_strong,improving,medium,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
3228,2021-04-30,3,AUD,AU,1.170821,0.984880,strong,improving,medium,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
3229,2021-05-02,1,AUD,AU,0.000000,1.041157,neutral,weakening,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
3230,2021-05-02,2,AUD,AU,0.000000,1.129013,neutral,improving,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
3231,2021-05-02,3,AUD,AU,0.000000,1.007602,neutral,improving,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
3232,2021-05-03,1,EUR,EU,-1.083001,0.826279,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3233,2021-05-03,1,AUD,AU,0.194612,1.007281,neutral,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3234,2021-05-03,1,USD,US,0.888389,1.105570,mild_strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3235,2021-05-03,2,EUR,EU,-0.854811,0.718329,mild_weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3236,2021-05-03,2,USD,US,-0.244884,0.838995,neutral,flat,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3237,2021-05-03,2,AUD,AU,1.099695,1.105002,strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3238,2021-05-03,3,EUR,EU,-1.079149,0.539310,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3239,2021-05-03,3,USD,US,0.183795,0.838995,neutral,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3240,2021-05-03,3,AUD,AU,0.895353,1.007841,mild_strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3241,2021-05-04,1,NZD,NZ,-1.716564,-0.155400,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3242,2021-05-04,1,CAD,CA,0.140246,0.925751,neutral,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3243,2021-05-04,1,AUD,AU,0.233360,0.979968,neutral,weakening,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3244,2021-05-04,1,USD,US,0.474610,1.120438,mild_strong,improving,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3245,2021-05-04,1,CHF,CH,0.868348,1.349697,mild_strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3246,2021-05-04,2,NZD,NZ,-1.730875,-0.314076,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3247,2021-05-04,2,CAD,CA,0.170287,0.833839,neutral,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3248,2021-05-04,2,USD,US,0.208317,0.856802,neutral,flat,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3249,2021-05-04,2,AUD,AU,0.582974,1.083018,mild_strong,improving,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3250,2021-05-04,2,CHF,CH,0.769297,1.195520,mild_strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3251,2021-05-04,3,NZD,NZ,-1.737169,-0.344484,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3252,2021-05-04,3,CAD,CA,0.077998,0.643453,neutral,flat,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3253,2021-05-04,3,CHF,CH,0.439361,0.840131,mild_strong,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3254,2021-05-04,3,USD,US,0.469990,0.856802,mild_strong,improving,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3255,2021-05-04,3,AUD,AU,0.749820,1.009104,mild_strong,improving,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3256,2021-05-05,1,AUD,AU,-0.955422,0.922381,mild_weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3257,2021-05-05,1,USD,US,-0.083872,1.167184,neutral,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3258,2021-05-05,1,CHF,CH,1.039295,1.482662,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3259,2021-05-05,2,USD,US,-0.965831,0.873459,mild_weak,flat,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3260,2021-05-05,2,AUD,AU,-0.065151,1.063216,neutral,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3261,2021-05-05,2,CHF,CH,1.030983,1.294150,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3262,2021-05-05,3,USD,US,-0.852850,0.873459,mild_weak,improving,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3263,2021-05-05,3,CHF,CH,-0.247731,0.915938,neutral,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3264,2021-05-05,3,AUD,AU,1.100580,1.010587,strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3265,2021-05-06,1,NZD,NZ,-1.116631,-0.107370,weak,improving,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3266,2021-05-06,1,AUD,AU,0.303656,0.864795,neutral,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3267,2021-05-06,1,USD,US,0.812975,1.213416,mild_strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3268,2021-05-06,2,NZD,NZ,-1.147792,-0.264720,weak,improving,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3269,2021-05-06,2,USD,US,0.464668,0.888787,mild_strong,flat,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3270,2021-05-06,2,AUD,AU,0.683123,1.045063,mild_strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3271,2021-05-06,3,NZD,NZ,-1.151260,-0.296707,weak,improving,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3272,2021-05-06,3,USD,US,0.498495,0.888787,mild_strong,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3273,2021-05-06,3,AUD,AU,0.652765,0.999643,mild_strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3274,2021-05-07,1,JPY,JP,-1.182942,0.500791,weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3275,2021-05-07,1,CAD,CA,-0.326479,0.903355,neutral,flat,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3276,2021-05-07,1,USD,US,0.333474,1.213553,neutral,improving,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3277,2021-05-07,1,CHF,CH,1.175948,1.609541,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3278,2021-05-07,2,JPY,JP,-1.230232,0.347869,weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3279,2021-05-07,2,CAD,CA,-0.044629,0.854892,neutral,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3280,2021-05-07,2,USD,US,0.057817,0.898703,neutral,flat,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3281,2021-05-07,2,CHF,CH,1.217043,1.394445,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3282,2021-05-07,3,JPY,JP,-1.393789,0.159216,weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3283,2021-05-07,3,CAD,CA,-0.036434,0.666171,neutral,flat,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3284,2021-05-07,3,USD,US,0.586161,0.898703,mild_strong,improving,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3285,2021-05-07,3,CHF,CH,0.844062,0.995026,mild_strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3286,2021-05-10,1,GBP,UK,-0.982026,0.313469,mild_weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3287,2021-05-10,1,JPY,JP,-0.449931,0.536521,mild_weak,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3288,2021-05-10,1,AUD,AU,0.080394,0.758830,neutral,weakening,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3289,2021-05-10,1,USD,US,1.351563,1.291698,strong,improving,medium,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3290,2021-05-10,2,GBP,UK,-1.279211,-0.113006,weak,flat,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3291,2021-05-10,2,JPY,JP,-0.300984,0.396908,neutral,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3292,2021-05-10,2,USD,US,0.679378,0.907935,mild_strong,flat,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3293,2021-05-10,2,AUD,AU,0.900818,1.023364,mild_strong,improving,medium,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3294,2021-05-10,3,GBP,UK,-1.192307,-0.222926,weak,flat,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3295,2021-05-10,3,JPY,JP,-0.454344,0.210483,mild_weak,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3296,2021-05-10,3,USD,US,0.733204,0.907935,mild_strong,improving,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3297,2021-05-10,3,AUD,AU,0.913448,1.013793,mild_strong,improving,medium,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3298,2021-05-11,1,EUR,EU,-0.707107,0.927008,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
3299,2021-05-11,1,USD,US,0.707107,1.287542,mild_strong,improving,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
3300,2021-05-11,2,EUR,EU,-0.707107,0.781098,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
3301,2021-05-11,2,USD,US,0.707107,0.916644,mild_strong,flat,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
3302,2021-05-11,3,EUR,EU,-0.707107,0.570596,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
3303,2021-05-11,3,USD,US,0.707107,0.916644,mild_strong,improving,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
3304,2021-05-12,1,GBP,UK,-0.803441,0.325590,mild_weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3305,2021-05-12,1,JPY,JP,-0.316514,0.585502,neutral,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3306,2021-05-12,1,USD,US,1.119956,1.352260,strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3307,2021-05-12,2,GBP,UK,-0.964267,-0.027041,mild_weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3308,2021-05-12,2,JPY,JP,-0.067996,0.413829,neutral,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3309,2021-05-12,2,USD,US,1.032263,0.955038,strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3310,2021-05-12,3,GBP,UK,-0.922969,-0.209066,mild_weak,flat,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3311,2021-05-12,3,JPY,JP,-0.139429,0.244427,neutral,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3312,2021-05-12,3,USD,US,1.062398,0.940013,strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3313,2021-05-13,1,JPY,JP,-0.860349,0.624100,mild_weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3314,2021-05-13,1,CAD,CA,-0.236796,0.862386,neutral,flat,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3315,2021-05-13,1,USD,US,1.097145,1.372140,strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3316,2021-05-13,2,JPY,JP,-1.125110,0.429767,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3317,2021-05-13,2,CAD,CA,0.337620,0.848724,neutral,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3318,2021-05-13,2,USD,US,0.787490,0.977577,mild_strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3319,2021-05-13,3,JPY,JP,-1.063887,0.259268,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3320,2021-05-13,3,CAD,CA,0.143218,0.686917,neutral,flat,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3321,2021-05-13,3,USD,US,0.920669,0.962349,mild_strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3322,2021-05-14,1,CAD,CA,-0.707107,0.839210,mild_weak,flat,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
3323,2021-05-14,1,USD,US,0.707107,1.395807,mild_strong,improving,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
3324,2021-05-14,2,CAD,CA,-0.707107,0.837235,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
3325,2021-05-14,2,USD,US,0.707107,1.001018,mild_strong,improving,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
3326,2021-05-14,3,CAD,CA,-0.707107,0.684176,mild_weak,flat,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
3327,2021-05-14,3,USD,US,0.707107,0.985574,mild_strong,improving,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
3328,2021-05-16,1,JPY,JP,0.000000,0.683465,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
3329,2021-05-16,2,JPY,JP,0.000000,0.487874,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
3330,2021-05-16,3,JPY,JP,0.000000,0.341614,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
3331,2021-05-17,1,JPY,JP,-1.086694,0.689185,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3332,2021-05-17,1,USD,US,0.205233,1.425339,neutral,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3333,2021-05-17,1,CHF,CH,0.881462,1.810661,mild_strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3334,2021-05-17,2,JPY,JP,-1.034507,0.512639,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3335,2021-05-17,2,USD,US,0.073016,1.074298,neutral,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3336,2021-05-17,2,CHF,CH,0.961491,1.524872,mild_strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3337,2021-05-17,3,JPY,JP,-1.134259,0.374880,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
3338,2021-05-17,3,USD,US,0.379802,1.007608,mild_strong,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
3339,2021-05-17,3,CHF,CH,0.754457,1.164177,mild_strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
3340,2021-05-18,1,GBP,UK,-1.095607,0.437890,weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3341,2021-05-18,1,JPY,JP,-0.462977,0.714915,mild_weak,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3342,2021-05-18,1,EUR,EU,0.348766,1.070372,neutral,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3343,2021-05-18,1,USD,US,1.209818,1.447420,strong,improving,medium,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3344,2021-05-18,2,GBP,UK,-1.290841,0.019931,weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3345,2021-05-18,2,JPY,JP,-0.216295,0.526218,neutral,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3346,2021-05-18,2,EUR,EU,0.478598,0.853627,mild_strong,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3347,2021-05-18,2,USD,US,1.028538,1.112739,strong,improving,medium,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3348,2021-05-18,3,GBP,UK,-1.270742,-0.146555,weak,flat,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
3349,2021-05-18,3,JPY,JP,-0.186354,0.388990,neutral,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
3350,2021-05-18,3,EUR,EU,0.348468,0.653121,neutral,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
3351,2021-05-18,3,USD,US,1.108628,1.028540,strong,improving,medium,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
3352,2021-05-19,1,AUD,AU,-0.867045,0.634930,mild_weak,weakening,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3353,2021-05-19,1,GBP,UK,-0.558756,0.688429,mild_weak,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3354,2021-05-19,1,JPY,JP,-0.269634,0.738603,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3355,2021-05-19,1,CAD,CA,0.003303,0.785967,neutral,flat,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3356,2021-05-19,1,EUR,EU,1.692132,1.079041,strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3357,2021-05-19,2,GBP,UK,-1.507125,0.251927,weak,improving,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3358,2021-05-19,2,JPY,JP,-0.515921,0.539149,mild_weak,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3359,2021-05-19,2,CAD,CA,0.526704,0.841272,mild_strong,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3360,2021-05-19,2,EUR,EU,0.567250,0.853021,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3361,2021-05-19,2,AUD,AU,0.929092,0.957872,mild_strong,flat,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3362,2021-05-19,3,GBP,UK,-1.456693,0.018865,weak,improving,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
3363,2021-05-19,3,JPY,JP,-0.455492,0.402620,mild_weak,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
3364,2021-05-19,3,EUR,EU,0.275766,0.682908,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
3365,2021-05-19,3,CAD,CA,0.460723,0.753801,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
3366,2021-05-19,3,AUD,AU,1.175696,1.027847,strong,improving,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
3367,2021-05-20,1,AUD,AU,-1.058261,0.618529,weak,weakening,medium,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
3368,2021-05-20,1,JPY,JP,-0.603744,0.756137,mild_weak,improving,high,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
3369,2021-05-20,1,CAD,CA,-0.549640,0.772517,mild_weak,flat,high,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
3370,2021-05-20,1,GBP,UK,0.138460,0.980844,neutral,improving,high,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
3371,2021-05-20,1,EUR,EU,0.313664,1.033888,neutral,improving,high,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
3372,2021-05-20,1,USD,US,1.759521,1.471630,strong,improving,medium,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
3373,2021-05-20,2,GBP,UK,-1.430391,0.398375,weak,improving,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
3374,2021-05-20,2,JPY,JP,-0.888434,0.542947,mild_weak,improving,high,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
3375,2021-05-20,2,CAD,CA,0.189797,0.830574,neutral,improving,high,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
3376,2021-05-20,2,EUR,EU,0.234173,0.842412,neutral,improving,high,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
3377,2021-05-20,2,AUD,AU,0.574219,0.933122,mild_strong,flat,medium,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
3378,2021-05-20,2,USD,US,1.320636,1.132234,strong,improving,medium,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
3379,2021-05-20,3,GBP,UK,-1.519320,0.141543,weak,improving,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
3380,2021-05-20,3,JPY,JP,-0.757335,0.408155,mild_weak,improving,high,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
3381,2021-05-20,3,EUR,EU,0.026748,0.682498,neutral,improving,high,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
3382,2021-05-20,3,CAD,CA,0.218277,0.749513,neutral,improving,high,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
3383,2021-05-20,3,AUD,AU,0.961093,1.009418,mild_strong,improving,medium,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
3384,2021-05-20,3,USD,US,1.070537,1.047711,strong,improving,medium,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
3385,2021-05-21,1,NZD,NZ,-1.691982,0.076240,weak,improving,medium,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
3386,2021-05-21,1,AUD,AU,-0.364178,0.594055,mild_weak,weakening,medium,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
3387,2021-05-21,1,CAD,CA,0.048717,0.755075,neutral,flat,high,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
3388,2021-05-21,1,JPY,JP,0.094397,0.772890,neutral,improving,high,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
3389,2021-05-21,1,EUR,EU,0.670681,0.997628,mild_strong,improving,high,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
