central_bank_code,left_indicator_key,left_indicator,left_category,left_importance,right_indicator_key,right_indicator,right_category,right_importance,observations,correlation,abs_correlation
BOE,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,67,0.8218773984220312,0.8218773984220312
FED,export_prices_yoy,Export Prices (YoY),Inflation,3,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,32,0.8216639499079893,0.8216639499079893
BOC,gdp_mom,GDP (MoM),Growth,1,part_time_employment_change,Part-Time Employment Change,Labor,1,70,0.8207653530003992,0.8207653530003992
RBA,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,1,24,0.8200433932024374,0.8200433932024374
RBA,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,retail_sales_mom,Retail Sales (MoM),Growth,1,20,0.8196148779477881,0.8196148779477881
BOJ,tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,2,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,25,0.8175292092112965,0.8175292092112965
FED,cpi_index,CPI Index,Inflation,2,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,27,-0.8170949463196437,0.8170949463196437
BOC,full_time_employment_change,Full-Time Employment Change,Labor,1,manufacturing_sales_mom,Manufacturing Sales (MoM),Growth,2,74,0.8170041396824994,0.8170041396824994
RBNZ,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,labour_cost_index_qoq,Labour Cost Index (QoQ),Labor,2,25,0.8167562375805425,0.8167562375805425
RBA,ai_group_construction_index,Ai Group Construction Index,Growth,3,current_account,Current Account,Trade,2,23,0.8167295360799707,0.8167295360799707
BOE,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,ppi_input_yoy,PPI Input (YoY),Inflation,3,67,0.8164136921251082,0.8164136921251082
FED,average_weekly_hours,Average Weekly Hours,Labor,2,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,33,0.8159549835962866,0.8159549835962866
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,core_ppi_yoy,Core PPI (YoY),Inflation,2,35,0.8158587188122304,0.8158587188122304
ECB,core_cpi_yoy,Core HICP (YoY),Inflation,1,cpi_headline_yoy,Headline HICP (YoY),Inflation,1,76,0.814561578889408,0.814561578889408
BOJ,imports_yoy,Imports (YoY),Growth,2,ppi_yoy,PPI (YoY),Inflation,2,75,0.8127564261373409,0.8127564261373409
BOE,industrial_production_yoy,Industrial Production (YoY),Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,1,73,0.8122873929128226,0.8122873929128226
FED,import_prices_mom,Import Prices (MoM),Inflation,3,pce_price_index_mom,PCE Price Index (MoM),Inflation,1,31,0.8113784635527997,0.8113784635527997
RBA,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,rba_trimmed_mean_cpi_qoq,RBA Trimmed Mean CPI (QoQ),Inflation,1,24,0.8105747543059385,0.8105747543059385
FED,import_prices_mom,Import Prices (MoM),Inflation,3,ppi_mom,PPI (MoM),Inflation,2,32,0.8103470053615741,0.8103470053615741
RBA,commodity_prices_yoy,Commodity Prices (YoY),Inflation,3,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,51,0.8096994791417961,0.8096994791417961
RBA,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,1,24,0.80827336794628,0.80827336794628
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,2,26,-0.8067671848335275,0.8067671848335275
BOC,employment_change,Employment Change,Labor,1,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,71,0.8058213120539623,0.8058213120539623
BOC,gdp_mom,GDP (MoM),Growth,1,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,68,0.8056575920804453,0.8056575920804453
RBNZ,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,unemployment_rate,Unemployment Rate,Labor,1,25,-0.8028052560714168,0.8028052560714168
FED,cpi_headline_mom,Headline CPI (MoM),Inflation,2,ppi_mom,PPI (MoM),Inflation,2,30,0.8017981262613458,0.8017981262613458
BOC,full_time_employment_change,Full-Time Employment Change,Labor,1,retail_sales_mom,Retail Sales (MoM),Growth,1,72,0.801682752386186,0.801682752386186
RBA,balance_of_trade,Balance of Trade,Trade,2,monthly_cpi_indicator,Monthly CPI Indicator,Inflation,1,38,0.7984477904170926,0.7984477904170926
BOE,gdp_qoq,GDP (QoQ),Growth,1,retail_sales_mom,Retail Sales (MoM),Growth,1,24,0.7976896697116783,0.7976896697116783
RBA,commodity_prices_yoy,Commodity Prices (YoY),Inflation,3,manufacturing_pmi,Manufacturing PMI,Growth,2,48,0.7976757980594441,0.7976757980594441
RBA,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,current_account,Current Account,Trade,2,23,0.7972940962845448,0.7972940962845448
RBNZ,labour_cost_index_qoq,Labour Cost Index (QoQ),Labor,2,labour_cost_index_yoy,Labour Cost Index (YoY),Labor,2,25,0.7967658659773971,0.7967658659773971
FED,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,2,27,0.7965189905396698,0.7965189905396698
BOE,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,ppi_output_yoy,PPI Output (YoY),Inflation,3,68,0.7951982615553822,0.7951982615553822
RBA,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,1,23,0.7937662485641468,0.7937662485641468
FED,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Labor,2,retail_sales_mom,Retail Sales (MoM),Growth,1,33,-0.7935623751115309,0.7935623751115309
BOE,ppi_output_yoy,PPI Output (YoY),Inflation,3,retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,68,0.7927442370374145,0.7927442370374145
FED,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,ism_services_employment,ISM Services Employment,Growth,2,25,0.7923998435698336,0.7923998435698336
BOC,employment_change,Employment Change,Labor,1,wholesale_sales_mom,Wholesale Sales (MoM),Growth,2,74,0.7912124461909049,0.7912124461909049
BOC,full_time_employment_change,Full-Time Employment Change,Labor,1,wholesale_sales_mom,Wholesale Sales (MoM),Growth,2,74,0.7907840745452757,0.7907840745452757
BOJ,composite_pmi,S&P Global Composite PMI,Growth,2,tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,2,24,0.7893366401028197,0.7893366401028197
BOC,full_time_employment_change,Full-Time Employment Change,Labor,1,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,71,0.7884107193947016,0.7884107193947016
RBA,housing_credit_mom,Housing Credit (MoM),Growth,3,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,41,0.7881436165708187,0.7881436165708187
RBA,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,monthly_cpi_indicator,Monthly CPI Indicator,Inflation,1,36,0.7876838021304928,0.7876838021304928
BOC,exports,Exports,Trade,2,unemployment_rate,Unemployment Rate,Labor,1,75,-0.7875321295728703,0.7875321295728703
FED,core_cpi_yoy,Core CPI (YoY),Inflation,1,core_ppi_yoy,Core PPI (YoY),Inflation,2,34,0.786539216551871,0.786539216551871
FED,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,2,26,0.7863886852016464,0.7863886852016464
BOJ,composite_pmi,S&P Global Composite PMI,Growth,2,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,23,0.7849656947684178,0.7849656947684178
BOJ,coincident_index,Coincident Index,Growth,2,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,24,0.7848936735006501,0.7848936735006501
FED,philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,27,0.7844468437549765,0.7844468437549765
BOC,core_cpi_mom,Core CPI (MoM),Inflation,2,cpi_headline_mom,Headline CPI (MoM),Inflation,2,42,0.7840327311611475,0.7840327311611475
FED,cpi_headline_mom,Headline CPI (MoM),Inflation,2,import_prices_mom,Import Prices (MoM),Inflation,3,30,0.7839113988604873,0.7839113988604873
RBA,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,2,24,0.7828344517070259,0.7828344517070259
BOJ,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,25,0.7821923282501125,0.7821923282501125
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,nfp,Non-Farm Payrolls,Labor,1,35,-0.78214965334775,0.78214965334775
RBA,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,2,rba_trimmed_mean_cpi_qoq,RBA Trimmed Mean CPI (QoQ),Inflation,1,25,0.7812618939838819,0.7812618939838819
RBA,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,manufacturing_pmi,Manufacturing PMI,Growth,2,18,0.7806219999040701,0.7806219999040701
RBA,rba_trimmed_mean_cpi_qoq,RBA Trimmed Mean CPI (QoQ),Inflation,1,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,1,24,0.7802220308857916,0.7802220308857916
RBA,composite_pmi,Composite PMI,Growth,2,employment_change,Employment Change,Labor,1,56,0.7800685586350831,0.7800685586350831
RBA,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,services_pmi,Services PMI,Growth,2,19,0.7789993652042237,0.7789993652042237
RBA,employment_change,Employment Change,Labor,1,services_pmi,Services PMI,Growth,2,59,0.7783732392045474,0.7783732392045474
RBA,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,unemployment_rate,Unemployment Rate,Labor,1,75,-0.7778064289252058,0.7778064289252058
BOJ,capacity_utilization,Capacity Utilization,Growth,2,coincident_indicator_mom,Coincident Indicator (MoM),Growth,2,22,0.7774049687845364,0.7774049687845364
FED,core_cpi_mom,Core CPI (MoM),Inflation,1,retail_sales_yoy,Retail Sales (YoY),Growth,2,34,0.7769191312521515,0.7769191312521515
BOJ,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,25,0.7768721553927066,0.7768721553927066
RBNZ,labour_cost_index_qoq,Labour Cost Index (QoQ),Labor,2,participation_rate,Labor Force Participation Rate,Labor,1,25,0.7764976895063378,0.7764976895063378
BOE,gdp_mom,GDP (MoM),Growth,1,retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,68,0.7762232366005215,0.7762232366005215
BOJ,exports_yoy,Exports (YoY),Growth,2,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,76,0.7753508370027417,0.7753508370027417
FED,cpi_index,CPI Index,Inflation,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,27,-0.7741578805270684,0.7741578805270684
FED,import_prices_yoy,Import Prices (YoY),Inflation,3,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,32,0.7737439206590215,0.7737439206590215
BOJ,composite_pmi,S&P Global Composite PMI,Growth,2,tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,2,24,0.7736267048672253,0.7736267048672253
FED,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,33,0.7731504774199964,0.7731504774199964
RBA,rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,1,unemployment_rate,Unemployment Rate,Labor,1,23,-0.7729628982752099,0.7729628982752099
BOJ,capacity_utilization,Capacity Utilization,Growth,2,gdp_qoq,GDP (QoQ),Growth,1,23,0.7716703300996122,0.7716703300996122
FED,ppi_yoy,PPI (YoY),Inflation,2,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,20,0.7713201002110719,0.7713201002110719
RBA,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,1,23,0.7710077300408456,0.7710077300408456
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,cpi_headline_mom,Headline CPI (MoM),Inflation,2,66,0.7705566905074032,0.7705566905074032
BOJ,tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,2,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,25,0.7703308326063693,0.7703308326063693
RBA,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,rba_trimmed_mean_cpi_qoq,RBA Trimmed Mean CPI (QoQ),Inflation,1,24,0.7697257731576354,0.7697257731576354
FED,cpi_headline_mom,Headline CPI (MoM),Inflation,2,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,29,0.7696388038256753,0.7696388038256753
FED,cpi_index,CPI Index,Inflation,2,ism_services_employment,ISM Services Employment,Growth,2,19,-0.7693545827632445,0.7693545827632445
BOJ,composite_pmi,S&P Global Composite PMI,Growth,2,leading_economic_index,Leading Economic Index,Growth,2,72,0.7671447770148448,0.7671447770148448
BOJ,services_pmi,S&P Global Services PMI,Growth,2,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,25,0.7666329932076057,0.7666329932076057
RBA,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,72,0.7662362245347842,0.7662362245347842
FED,cpi_headline_mom,Headline CPI (MoM),Inflation,2,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,29,0.7661086910907019,0.7661086910907019
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,ism_services_employment,ISM Services Employment,Growth,2,22,0.766011670803957,0.766011670803957
FED,cpi_headline_mom,Headline CPI (MoM),Inflation,2,import_prices_yoy,Import Prices (YoY),Inflation,3,32,0.7658749235576874,0.7658749235576874
BOJ,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,76,0.7658218068699971,0.7658218068699971
FED,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,33,0.7643845818928714,0.7643845818928714
RBA,housing_credit_mom,Housing Credit (MoM),Growth,3,unemployment_rate,Unemployment Rate,Labor,1,41,0.7620600081951721,0.7620600081951721
RBA,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,1,23,0.7620290828017815,0.7620290828017815
FED,core_ppi_yoy,Core PPI (YoY),Inflation,2,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,20,0.7618415776352319,0.7618415776352319
RBA,housing_credit_mom,Housing Credit (MoM),Growth,3,private_sector_credit_mom,Private Sector Credit (MoM),Growth,3,41,0.7617986314921111,0.7617986314921111
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,35,-0.7615959487357544,0.7615959487357544
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,cpi_headline_mom,Headline CPI (MoM),Inflation,2,30,0.7597409242187579,0.7597409242187579
FED,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,pce_price_index_mom,PCE Price Index (MoM),Inflation,1,27,0.7579027082470805,0.7579027082470805
FED,export_prices_yoy,Export Prices (YoY),Inflation,3,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,32,0.757665482708657,0.757665482708657
BOJ,coincident_index,Coincident Index,Growth,2,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,74,0.7572481500896164,0.7572481500896164
RBA,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,unemployment_rate,Unemployment Rate,Labor,1,28,-0.7566200019470932,0.7566200019470932
FED,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,retail_sales_yoy,Retail Sales (YoY),Growth,2,32,0.7552079704875287,0.7552079704875287
FED,government_payrolls,Government Payrolls,Labor,2,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,33,0.7544394261203179,0.7544394261203179
BOJ,exports_yoy,Exports (YoY),Growth,2,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,76,0.7538131101803246,0.7538131101803246
RBNZ,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,26,0.7537695100699836,0.7537695100699836
FED,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,2,26,0.7532556350645429,0.7532556350645429
FED,ism_services_employment,ISM Services Employment,Growth,2,unemployment_rate,Unemployment Rate,Labor,1,26,-0.7524092473946232,0.7524092473946232
FED,cpi_index,CPI Index,Inflation,2,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,28,-0.7515014494176125,0.7515014494176125
RBA,corelogic_dwelling_prices_mom,CoreLogic Dwelling Prices (MoM),Housing,2,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,31,-0.7508296599016694,0.7508296599016694
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,35,-0.7506420536313945,0.7506420536313945
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,retail_sales_yoy,Retail Sales (YoY),Growth,2,37,0.7500225343756953,0.7500225343756953
BOE,claimant_count_change,Claimant Count Change,Labor,2,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,64,-0.7493691720514397,0.7493691720514397
RBA,balance_of_trade,Balance of Trade,Trade,2,housing_credit_mom,Housing Credit (MoM),Growth,3,41,-0.7490608906589978,0.7490608906589978
BOJ,composite_pmi,S&P Global Composite PMI,Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,72,0.7483222074705446,0.7483222074705446
BOJ,services_pmi,S&P Global Services PMI,Growth,2,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,24,0.7483139994733115,0.7483139994733115
BOJ,exports_yoy,Exports (YoY),Growth,2,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,75,0.7469913119447263,0.7469913119447263
FED,cpi_index,CPI Index,Inflation,2,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,27,-0.7466435420394933,0.7466435420394933
RBA,ai_group_construction_index,Ai Group Construction Index,Growth,3,commodity_prices_yoy,Commodity Prices (YoY),Inflation,3,47,0.7465799348060409,0.7465799348060409
FED,government_payrolls,Government Payrolls,Labor,2,participation_rate,Labor Force Participation Rate,Labor,2,36,0.7464736920748252,0.7464736920748252
BOJ,industrial_production_yoy,Industrial Production (YoY),Growth,2,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,74,0.7446753782704506,0.7446753782704506
FED,core_ppi_mom,Core PPI (MoM),Inflation,2,philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,2,22,0.7441194338991374,0.7441194338991374
BOJ,composite_pmi,S&P Global Composite PMI,Growth,2,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,24,0.7440319238969435,0.7440319238969435
FED,adp_employment_change,ADP Employment Change,Labor,2,ism_services_employment,ISM Services Employment,Growth,2,25,0.7436916375412992,0.7436916375412992
FED,ism_services_employment,ISM Services Employment,Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,25,0.7429626535305202,0.7429626535305202
RBA,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,1,23,0.7411030213094686,0.7411030213094686
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,ppi_yoy,PPI (YoY),Inflation,2,35,0.7407431781620194,0.7407431781620194
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,pce_price_index_mom,PCE Price Index (MoM),Inflation,1,40,0.7401818289192185,0.7401818289192185
