ranking_id,date,window_months,currency,country_code,overall_stance_score,overall_stance_label,trend_label,confidence,rank_strongest,rank_weakest,percentile_rank,meter_color,processed_at
1874,2020-10-21,3,NZD,NZ,-0.664848,mildly_bearish,weakening,medium,2,4,0.750000,red,2026-04-25T22:57:22.032529+00:00
1875,2020-10-21,3,CAD,CA,3.102095,bullish,improving,high,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1876,2020-10-22,1,JPY,JP,-0.807990,bearish,improving,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1877,2020-10-22,1,EUR,EU,-0.604646,mildly_bearish,improving,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1878,2020-10-22,1,NZD,NZ,-0.180865,neutral,improving,medium,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
1879,2020-10-22,1,USD,US,0.286689,mildly_bullish,flat,medium,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
1880,2020-10-22,1,GBP,UK,0.332321,mildly_bullish,improving,high,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1881,2020-10-22,2,GBP,UK,-3.188978,bearish,improving,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1882,2020-10-22,2,JPY,JP,-1.557365,bearish,weakening,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1883,2020-10-22,2,EUR,EU,-0.912054,bearish,improving,high,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
1884,2020-10-22,2,NZD,NZ,-0.342345,mildly_bearish,improving,medium,2,4,0.750000,red,2026-04-25T22:57:22.032529+00:00
1885,2020-10-22,2,USD,US,0.548129,mildly_bullish,improving,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1886,2020-10-22,3,GBP,UK,-7.187766,bearish,weakening,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1887,2020-10-22,3,EUR,EU,-1.812625,bearish,weakening,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1888,2020-10-22,3,JPY,JP,-1.543367,bearish,weakening,high,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
1889,2020-10-22,3,NZD,NZ,-0.583018,mildly_bearish,weakening,medium,2,4,0.750000,red,2026-04-25T22:57:22.032529+00:00
1890,2020-10-22,3,USD,US,3.329715,bullish,improving,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1891,2020-10-23,1,JPY,JP,-0.776818,bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1892,2020-10-23,1,EUR,EU,-0.496539,mildly_bearish,improving,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
1893,2020-10-23,1,GBP,UK,0.349448,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
1894,2020-10-23,2,GBP,UK,-2.980923,bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1895,2020-10-23,2,JPY,JP,-1.530762,bearish,weakening,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
1896,2020-10-23,2,EUR,EU,-0.847254,bearish,improving,high,1,3,1.000000,red,2026-04-25T22:57:22.032529+00:00
1897,2020-10-23,3,GBP,UK,-7.228301,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1898,2020-10-23,3,EUR,EU,-1.805617,bearish,weakening,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
1899,2020-10-23,3,JPY,JP,-1.535357,bearish,weakening,high,1,3,1.000000,red,2026-04-25T22:57:22.032529+00:00
1900,2020-10-26,1,JPY,JP,-0.784509,bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1901,2020-10-26,1,NZD,NZ,0.002172,neutral,improving,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
1902,2020-10-26,1,USD,US,0.331938,mildly_bullish,flat,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
1903,2020-10-26,2,JPY,JP,-1.438372,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1904,2020-10-26,2,NZD,NZ,-0.187671,neutral,improving,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
1905,2020-10-26,2,USD,US,0.533991,mildly_bullish,improving,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
1906,2020-10-26,3,JPY,JP,-1.526477,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1907,2020-10-26,3,NZD,NZ,-0.434157,mildly_bearish,flat,medium,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
1908,2020-10-26,3,USD,US,3.021628,bullish,improving,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
1909,2020-10-27,1,USD,US,0.325502,mildly_bullish,flat,medium,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
1910,2020-10-27,2,USD,US,0.528729,mildly_bullish,improving,medium,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
1911,2020-10-27,3,USD,US,3.016365,bullish,improving,medium,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
1912,2020-10-28,1,AUD,AU,-1.799804,bearish,improving,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1913,2020-10-28,1,JPY,JP,-0.769373,bearish,improving,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
1914,2020-10-28,1,CHF,CH,-0.221441,neutral,improving,high,1,3,1.000000,orange,2026-04-25T22:57:22.032529+00:00
1915,2020-10-28,2,AUD,AU,-2.400150,bearish,weakening,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1916,2020-10-28,2,JPY,JP,-1.355540,bearish,weakening,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
1917,2020-10-28,2,CHF,CH,-0.450960,mildly_bearish,improving,high,1,3,1.000000,red,2026-04-25T22:57:22.032529+00:00
1918,2020-10-28,3,AUD,AU,-2.536675,bearish,weakening,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1919,2020-10-28,3,JPY,JP,-1.545698,bearish,weakening,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
1920,2020-10-28,3,CHF,CH,-0.529461,mildly_bearish,improving,high,1,3,1.000000,red,2026-04-25T22:57:22.032529+00:00
1921,2020-10-29,1,AUD,AU,-1.389417,bearish,improving,medium,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1922,2020-10-29,1,JPY,JP,-0.731603,mildly_bearish,improving,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1923,2020-10-29,1,EUR,EU,-0.426665,mildly_bearish,improving,high,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
1924,2020-10-29,1,NZD,NZ,0.066355,neutral,improving,medium,2,4,0.750000,orange,2026-04-25T22:57:22.032529+00:00
1925,2020-10-29,1,USD,US,0.318364,mildly_bullish,flat,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1926,2020-10-29,2,AUD,AU,-2.266319,bearish,weakening,medium,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1927,2020-10-29,2,JPY,JP,-1.330262,bearish,weakening,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1928,2020-10-29,2,EUR,EU,-0.670367,mildly_bearish,improving,high,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
1929,2020-10-29,2,NZD,NZ,-0.115735,neutral,improving,medium,2,4,0.750000,orange,2026-04-25T22:57:22.032529+00:00
1930,2020-10-29,2,USD,US,0.522423,mildly_bullish,improving,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1931,2020-10-29,3,AUD,AU,-2.404597,bearish,flat,medium,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1932,2020-10-29,3,EUR,EU,-1.798641,bearish,weakening,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1933,2020-10-29,3,JPY,JP,-1.563803,bearish,weakening,high,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
1934,2020-10-29,3,NZD,NZ,-0.412354,mildly_bearish,weakening,medium,2,4,0.750000,red,2026-04-25T22:57:22.032529+00:00
1935,2020-10-29,3,USD,US,2.672169,bullish,improving,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1936,2020-10-30,1,AUD,AU,-1.094658,bearish,improving,medium,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1937,2020-10-30,1,EUR,EU,-0.278182,mildly_bearish,improving,high,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
1938,2020-10-30,1,GBP,UK,-0.095404,neutral,improving,high,4,3,0.400000,orange,2026-04-25T22:57:22.032529+00:00
1939,2020-10-30,1,CHF,CH,-0.087558,neutral,improving,high,3,4,0.600000,orange,2026-04-25T22:57:22.032529+00:00
1940,2020-10-30,1,USD,US,0.310726,mildly_bullish,flat,medium,2,5,0.800000,green,2026-04-25T22:57:22.032529+00:00
1941,2020-10-30,1,CAD,CA,0.484268,mildly_bullish,flat,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
1942,2020-10-30,2,GBP,UK,-2.711908,bearish,improving,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1943,2020-10-30,2,AUD,AU,-2.136695,bearish,flat,medium,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
1944,2020-10-30,2,EUR,EU,-0.536058,mildly_bearish,improving,high,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
1945,2020-10-30,2,CHF,CH,-0.421030,mildly_bearish,improving,high,3,4,0.600000,red,2026-04-25T22:57:22.032529+00:00
1946,2020-10-30,2,USD,US,0.302370,mildly_bullish,flat,medium,2,5,0.800000,green,2026-04-25T22:57:22.032529+00:00
1947,2020-10-30,2,CAD,CA,0.674786,mildly_bullish,improving,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
1948,2020-10-30,3,GBP,UK,-7.258750,bearish,weakening,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1949,2020-10-30,3,AUD,AU,-2.273627,bearish,improving,medium,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
1950,2020-10-30,3,EUR,EU,-1.646181,bearish,weakening,high,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
1951,2020-10-30,3,CHF,CH,-0.506042,mildly_bearish,improving,high,3,4,0.600000,red,2026-04-25T22:57:22.032529+00:00
1952,2020-10-30,3,USD,US,2.482187,bullish,improving,medium,2,5,0.800000,green,2026-04-25T22:57:22.032529+00:00
1953,2020-10-30,3,CAD,CA,2.739476,bullish,improving,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
1954,2020-11-01,1,AUD,AU,-0.920859,bearish,improving,medium,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1955,2020-11-01,2,AUD,AU,-1.934294,bearish,improving,medium,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1956,2020-11-01,3,AUD,AU,-2.142600,bearish,improving,medium,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1957,2020-11-02,1,JPY,JP,-0.818830,bearish,improving,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1958,2020-11-02,1,AUD,AU,-0.660811,mildly_bearish,improving,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
1959,2020-11-02,1,EUR,EU,0.109916,neutral,improving,high,2,3,0.666667,orange,2026-04-25T22:57:22.032529+00:00
1960,2020-11-02,1,USD,US,0.284603,mildly_bullish,weakening,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
1961,2020-11-02,2,AUD,AU,-1.768010,bearish,improving,medium,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1962,2020-11-02,2,JPY,JP,-1.051947,bearish,flat,high,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
1963,2020-11-02,2,EUR,EU,-0.357669,mildly_bearish,improving,high,2,3,0.666667,red,2026-04-25T22:57:22.032529+00:00
1964,2020-11-02,2,USD,US,0.299807,mildly_bullish,flat,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
1965,2020-11-02,3,AUD,AU,-2.032873,bearish,improving,medium,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1966,2020-11-02,3,JPY,JP,-1.652586,bearish,weakening,high,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
1967,2020-11-02,3,EUR,EU,-1.427126,bearish,weakening,high,2,3,0.666667,red,2026-04-25T22:57:22.032529+00:00
1968,2020-11-02,3,USD,US,2.284012,bullish,improving,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
1969,2020-11-03,1,NZD,NZ,-0.775509,bearish,flat,medium,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1970,2020-11-03,1,AUD,AU,-0.544696,mildly_bearish,improving,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
1971,2020-11-03,1,CHF,CH,-0.002759,neutral,improving,high,2,3,0.666667,orange,2026-04-25T22:57:22.032529+00:00
1972,2020-11-03,1,USD,US,0.282563,mildly_bullish,weakening,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
1973,2020-11-03,2,AUD,AU,-1.602733,bearish,improving,medium,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1974,2020-11-03,2,NZD,NZ,-0.745067,mildly_bearish,improving,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
1975,2020-11-03,2,CHF,CH,-0.313535,mildly_bearish,improving,high,2,3,0.666667,red,2026-04-25T22:57:22.032529+00:00
1976,2020-11-03,2,USD,US,0.297434,mildly_bullish,flat,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
1977,2020-11-03,3,AUD,AU,-1.923311,bearish,improving,medium,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1978,2020-11-03,3,NZD,NZ,-0.867270,bearish,weakening,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
1979,2020-11-03,3,CHF,CH,-0.453322,mildly_bearish,improving,high,2,3,0.666667,red,2026-04-25T22:57:22.032529+00:00
1980,2020-11-03,3,USD,US,2.280961,bullish,improving,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
1981,2020-11-04,1,AUD,AU,-0.449596,mildly_bearish,improving,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1982,2020-11-04,1,USD,US,0.280778,mildly_bullish,weakening,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
1983,2020-11-04,1,CAD,CA,0.481906,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
1984,2020-11-04,2,AUD,AU,-1.447704,bearish,improving,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1985,2020-11-04,2,USD,US,0.295230,mildly_bullish,flat,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
1986,2020-11-04,2,CAD,CA,0.630553,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
1987,2020-11-04,3,AUD,AU,-1.794648,bearish,improving,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1988,2020-11-04,3,USD,US,2.278127,bullish,improving,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
1989,2020-11-04,3,CAD,CA,2.651163,bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
1990,2020-11-05,1,NZD,NZ,-1.380329,bearish,weakening,medium,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1991,2020-11-05,1,JPY,JP,-0.836358,bearish,improving,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1992,2020-11-05,1,AUD,AU,-0.231506,neutral,improving,medium,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
1993,2020-11-05,1,CHF,CH,0.007031,neutral,improving,high,2,4,0.750000,orange,2026-04-25T22:57:22.032529+00:00
1994,2020-11-05,1,USD,US,0.250897,mildly_bullish,weakening,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
1995,2020-11-05,2,AUD,AU,-1.361532,bearish,improving,medium,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
1996,2020-11-05,2,NZD,NZ,-1.214913,bearish,weakening,medium,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
1997,2020-11-05,2,JPY,JP,-0.966299,bearish,improving,high,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
1998,2020-11-05,2,CHF,CH,-0.278927,mildly_bearish,improving,high,2,4,0.750000,red,2026-04-25T22:57:22.032529+00:00
1999,2020-11-05,2,USD,US,0.292364,mildly_bullish,flat,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
2000,2020-11-05,3,AUD,AU,-1.723302,bearish,improving,medium,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2001,2020-11-05,3,JPY,JP,-1.661814,bearish,weakening,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
2002,2020-11-05,3,NZD,NZ,-1.229983,bearish,weakening,medium,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
2003,2020-11-05,3,CHF,CH,-0.298235,mildly_bearish,improving,high,2,4,0.750000,red,2026-04-25T22:57:22.032529+00:00
2004,2020-11-05,3,USD,US,2.066990,bullish,improving,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
2005,2020-11-06,1,GBP,UK,-0.557881,mildly_bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2006,2020-11-06,1,USD,US,0.225056,neutral,weakening,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2007,2020-11-06,1,CAD,CA,0.490340,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2008,2020-11-06,2,GBP,UK,-0.714805,mildly_bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2009,2020-11-06,2,USD,US,0.291123,mildly_bullish,flat,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
2010,2020-11-06,2,CAD,CA,0.620500,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2011,2020-11-06,3,GBP,UK,-7.288969,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2012,2020-11-06,3,USD,US,1.844111,bullish,improving,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
2013,2020-11-06,3,CAD,CA,2.436191,bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2014,2020-11-08,1,JPY,JP,-0.828698,bearish,improving,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2015,2020-11-08,2,JPY,JP,-0.931231,bearish,improving,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2016,2020-11-08,3,JPY,JP,-1.677122,bearish,weakening,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2017,2020-11-09,1,JPY,JP,-0.822175,bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2018,2020-11-09,1,CHF,CH,-0.031278,neutral,improving,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2019,2020-11-09,1,USD,US,0.200401,neutral,weakening,medium,1,3,1.000000,orange,2026-04-25T22:57:22.032529+00:00
2020,2020-11-09,2,JPY,JP,-0.913548,bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2021,2020-11-09,2,CHF,CH,-0.217246,neutral,improving,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2022,2020-11-09,2,USD,US,0.289826,mildly_bullish,flat,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2023,2020-11-09,3,JPY,JP,-1.662968,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2024,2020-11-09,3,CHF,CH,-0.283157,mildly_bearish,improving,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
2025,2020-11-09,3,USD,US,1.581930,bullish,improving,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2026,2020-11-10,1,GBP,UK,-0.885702,bearish,weakening,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2027,2020-11-10,1,JPY,JP,-0.816346,bearish,improving,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
2028,2020-11-10,1,AUD,AU,-0.045800,neutral,improving,medium,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2029,2020-11-10,1,USD,US,0.204187,neutral,weakening,medium,2,4,0.750000,orange,2026-04-25T22:57:22.032529+00:00
2030,2020-11-10,1,EUR,EU,0.218399,neutral,improving,high,1,5,1.000000,orange,2026-04-25T22:57:22.032529+00:00
2031,2020-11-10,2,JPY,JP,-0.903621,bearish,improving,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2032,2020-11-10,2,AUD,AU,-0.803026,bearish,improving,medium,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
2033,2020-11-10,2,EUR,EU,-0.215755,neutral,improving,high,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2034,2020-11-10,2,USD,US,0.288651,mildly_bullish,flat,medium,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
2035,2020-11-10,2,GBP,UK,1.262267,bullish,improving,high,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
2036,2020-11-10,3,GBP,UK,-7.287128,bearish,weakening,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2037,2020-11-10,3,JPY,JP,-1.661034,bearish,weakening,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
2038,2020-11-10,3,AUD,AU,-1.577426,bearish,improving,medium,3,3,0.500000,red,2026-04-25T22:57:22.032529+00:00
2039,2020-11-10,3,EUR,EU,-1.211509,bearish,weakening,high,2,4,0.750000,red,2026-04-25T22:57:22.032529+00:00
2040,2020-11-10,3,USD,US,1.580420,bullish,improving,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
2041,2020-11-11,1,JPY,JP,-0.810245,bearish,improving,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2042,2020-11-11,2,JPY,JP,-0.896523,bearish,improving,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2043,2020-11-11,3,JPY,JP,-1.658988,bearish,weakening,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2044,2020-11-12,1,JPY,JP,-0.803645,bearish,improving,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2045,2020-11-12,1,GBP,UK,-0.704832,mildly_bearish,improving,high,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
2046,2020-11-12,1,AUD,AU,0.004613,neutral,improving,medium,2,3,0.666667,orange,2026-04-25T22:57:22.032529+00:00
2047,2020-11-12,1,USD,US,0.207855,neutral,weakening,medium,1,4,1.000000,orange,2026-04-25T22:57:22.032529+00:00
2048,2020-11-12,2,JPY,JP,-0.889866,bearish,improving,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2049,2020-11-12,2,AUD,AU,-0.731133,mildly_bearish,improving,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
2050,2020-11-12,2,USD,US,0.331281,mildly_bullish,flat,medium,2,3,0.666667,green,2026-04-25T22:57:22.032529+00:00
2051,2020-11-12,2,GBP,UK,1.072296,bullish,improving,high,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
2052,2020-11-12,3,GBP,UK,-6.234508,bearish,weakening,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2053,2020-11-12,3,JPY,JP,-1.659237,bearish,weakening,high,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
2054,2020-11-12,3,AUD,AU,-1.410888,bearish,improving,medium,2,3,0.666667,red,2026-04-25T22:57:22.032529+00:00
2055,2020-11-12,3,USD,US,1.570353,bullish,improving,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
2056,2020-11-13,1,CHF,CH,-0.036060,neutral,improving,high,3,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
2057,2020-11-13,1,USD,US,0.220924,neutral,weakening,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2058,2020-11-13,1,EUR,EU,0.292405,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2059,2020-11-13,2,CHF,CH,-0.200673,neutral,improving,high,3,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
2060,2020-11-13,2,EUR,EU,-0.171850,neutral,improving,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2061,2020-11-13,2,USD,US,0.330895,mildly_bullish,flat,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2062,2020-11-13,3,EUR,EU,-0.985715,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2063,2020-11-13,3,CHF,CH,-0.255113,mildly_bearish,improving,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
2064,2020-11-13,3,USD,US,1.533251,bullish,improving,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2065,2020-11-15,1,JPY,JP,-0.737989,mildly_bearish,improving,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2066,2020-11-15,2,JPY,JP,-0.819545,bearish,improving,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2067,2020-11-15,3,JPY,JP,-1.657240,bearish,weakening,high,1,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2068,2020-11-16,1,JPY,JP,-0.685826,mildly_bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2069,2020-11-16,1,USD,US,0.248417,neutral,weakening,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
2070,2020-11-16,1,CAD,CA,0.446496,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2071,2020-11-16,2,JPY,JP,-0.780231,bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2072,2020-11-16,2,USD,US,0.339671,mildly_bullish,flat,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
2073,2020-11-16,2,CAD,CA,0.499519,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2074,2020-11-16,3,JPY,JP,-1.580451,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2075,2020-11-16,3,USD,US,1.449258,bullish,improving,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
2076,2020-11-16,3,CAD,CA,2.147467,bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2077,2020-11-17,1,JPY,JP,-0.646008,mildly_bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2078,2020-11-17,1,USD,US,0.253954,mildly_bullish,weakening,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
2079,2020-11-17,1,CAD,CA,0.423410,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
2080,2020-11-17,2,JPY,JP,-0.727701,mildly_bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
2081,2020-11-17,2,USD,US,0.322483,mildly_bullish,flat,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
2082,2020-11-17,2,CAD,CA,0.457507,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
